charge_id,invoice_id,charge_type_id,amount
1360,707,2,5.99
1361,707,4,0.37
1362,708,4,0.08
1363,709,4,0.15
1364,710,4,0.45
1365,711,1,0.99
1366,711,4,0.07
1367,712,4,0.30
1368,713,1,0.99
1369,713,2,5.99
1370,713,1,0.99
1371,713,1,0.99
1372,713,4,0.37
1373,714,4,0.15
1374,715,1,0.99
1375,715,1,0.99
1376,715,4,0.67
1377,716,1,0.99
1378,716,4,0.37
1379,717,4,0.37
1380,718,1,0.99
1381,718,4,0.45
1382,719,4,0.67
1383,720,1,0.99
1384,720,4,0.67
1385,721,1,0.99
1386,721,4,0.67
1387,722,1,0.99
1388,722,4,0.26
1389,723,1,0.99
1390,723,2,5.99
1391,723,1,0.99
1392,723,4,0.45
1393,724,4,0.22
1394,725,1,0.99
1395,725,4,0.60
1396,726,4,0.22
1397,727,1,0.99
1398,727,1,0.99
1399,727,1,0.99
1400,727,4,0.47
1401,728,2,5.99
1402,728,2,5.99
1403,728,4,0.60
1404,729,4,0.52
1405,730,1,0.99
1406,730,4,0.28
1407,731,1,0.99
1408,731,4,0.52
1409,732,1,0.99
1410,732,4,0.30
1411,733,1,0.99
1412,733,4,0.37
1413,734,4,0.52
1414,735,1,0.99
1415,735,4,0.37
1416,736,4,0.07
1417,737,4,0.15
1418,738,1,0.99
1419,738,1,0.99
1420,738,4,0.45
1421,739,4,0.15
1422,740,1,0.99
1423,740,4,0.11
1424,741,2,5.99
1425,741,4,0.22
1426,742,4,0.07
1427,743,1,0.99
1428,743,2,5.99
1429,743,4,0.52
1430,744,4,0.22
1431,745,1,0.99
1432,745,4,0.60
1433,746,2,5.99
1434,746,1,0.99
1435,746,1,0.99
1436,746,4,0.82
1437,747,4,0.22
1438,748,4,0.52
1439,749,4,0.11
1440,750,4,0.20
1441,751,4,0.52
1442,752,1,0.99
1443,752,4,0.22
1444,753,1,0.99
1445,753,4,0.45
1446,754,1,0.99
1447,754,4,0.75
1448,755,1,0.99
1449,755,4,0.45
1450,756,2,5.99
1451,756,4,0.07
1452,757,4,0.82
1453,758,4,0.71
1454,759,4,0.37
1455,760,1,0.99
1456,760,2,5.99
1457,760,4,0.22
1458,761,2,5.99
1459,761,4,0.22
1460,762,2,5.99
1461,762,4,0.37
1462,763,1,0.99
1463,763,4,0.11
1464,764,1,0.99
1465,764,4,0.60
1466,765,2,5.99
1467,765,4,0.30
1468,766,4,0.45
1469,767,4,0.56
1470,768,2,5.99
1471,768,1,0.99
1472,768,4,0.50
1473,769,2,5.99
1474,769,4,0.52
1475,770,1,0.99
1476,770,1,0.99
1477,770,4,0.52
1478,771,1,0.99
1479,771,4,0.45
1480,772,1,0.99
1481,772,4,0.07
1482,773,1,0.99
1483,773,4,0.37
1484,774,1,0.99
1485,774,4,0.07
1486,775,1,0.99
1487,775,1,0.99
1488,775,1,0.99
1489,775,4,0.71
1490,776,4,0.15
1491,777,1,0.99
1492,777,4,0.37
1493,778,4,0.15
1494,779,4,0.45
1495,780,1,0.99
1496,780,1,0.99
1497,780,4,0.60
1498,781,4,0.30
1499,782,4,0.15
1500,783,1,0.99
1501,783,4,0.22
1502,784,4,0.37
1503,785,2,5.99
1504,785,1,0.99
1505,785,1,0.99
1506,785,4,0.75
1507,786,1,0.99
1508,786,4,0.26
1509,787,4,0.07
1510,788,1,0.99
1511,788,4,0.45
1512,789,1,0.99
1513,789,4,0.37
1514,790,4,0.15
1515,791,1,0.99
1516,791,1,0.99
1517,791,4,0.90
1518,792,1,0.99
1519,792,4,0.52
1520,793,4,0.45
1521,794,4,0.15
1522,795,4,0.30
1523,796,1,0.99
1524,796,4,0.30
1525,797,1,0.99
1526,797,4,0.60
1527,798,4,0.22
1528,799,4,0.07
1529,800,2,5.99
1530,800,1,0.99
1531,800,4,0.45
1532,801,1,0.99
1533,801,1,0.99
1534,801,4,0.37
1535,802,1,0.99
1536,802,2,5.99
1537,802,1,0.99
1538,802,4,0.45
1539,803,4,0.52
1540,804,4,0.67
1541,805,1,0.99
1542,805,4,0.30
1543,806,4,0.15
1544,807,4,0.60
1545,808,1,0.99
1546,808,2,5.99
1547,808,4,0.75
1548,809,4,0.15
1549,810,2,5.99
1550,810,4,0.15
1551,811,2,5.99
1552,811,1,0.99
1553,811,1,0.99
1554,811,4,0.67
1555,812,2,5.99
1556,812,4,0.30
1557,813,1,0.99
1558,813,4,0.07
1559,814,1,0.99
1560,814,4,0.67
1561,815,1,0.99
1562,815,4,0.49
1563,816,4,0.52
1564,817,4,0.45
1565,818,1,0.99
1566,818,1,0.99
1567,818,4,0.45
1568,819,1,0.99
1569,819,4,0.52
1570,820,2,5.99
1571,820,4,0.45
1572,821,4,0.75
1573,822,1,0.99
1574,822,4,0.30
1575,823,1,0.99
1576,823,4,0.45
1577,824,4,0.30
1578,825,1,0.99
1579,825,1,0.99
1580,825,1,0.99
1581,825,4,0.67
1582,826,4,0.07
1583,827,1,0.99
1584,827,4,0.67
1585,828,1,0.99
1586,828,1,0.99
1587,828,4,0.67
1588,829,4,0.15
1589,830,1,0.99
1590,830,1,0.99
1591,830,4,0.52
1592,831,4,0.22
1593,832,1,0.99
1594,832,1,0.99
1595,832,4,0.67
1596,833,4,0.30
1597,834,1,0.99
1598,834,4,0.15
1599,835,1,0.99
1600,835,4,0.67
1601,836,2,5.99
1602,836,1,0.99
1603,836,1,0.99
1604,836,4,0.60
1605,837,1,0.99
1606,837,1,0.99
1607,837,4,0.41
1608,838,1,0.99
1609,838,4,0.52
1610,839,1,0.99
1611,839,4,0.41
1612,840,4,0.52
1613,841,4,0.30
1614,842,1,0.99
1615,842,4,0.35
1616,843,1,0.99
1617,843,4,0.75
1618,844,1,0.99
1619,844,4,0.32
1620,845,1,0.99
1621,845,1,0.99
1622,845,1,0.99
1623,845,4,0.37
1624,846,1,0.99
1625,846,4,0.52
1626,847,4,0.26
1627,848,1,0.99
1628,848,2,5.99
1629,848,4,0.37
1630,849,4,0.15
1631,850,4,0.15
1632,851,1,0.99
1633,851,4,0.15
1634,852,2,5.99
1635,852,4,0.52
1636,853,4,0.30
1637,854,4,0.67
1638,855,2,5.99
1639,855,4,0.15
1640,856,1,0.99
1641,856,4,0.52
1642,857,2,5.99
1643,857,1,0.99
1644,857,4,0.67
1645,858,1,0.99
1646,858,4,0.22
1647,859,1,0.99
1648,859,4,0.60
1649,860,1,0.99
1650,860,1,0.99
1651,860,4,0.75
1652,861,1,0.99
1653,861,4,0.37
1654,862,1,0.99
1655,862,4,0.52
1656,863,1,0.99
1657,863,4,0.60
1658,864,1,0.99
1659,864,4,0.45
1660,865,1,0.99
1661,865,4,0.82
1662,866,1,0.99
1663,866,4,0.15
1664,867,4,0.22
1665,868,1,0.99
1666,868,1,0.99
1667,868,4,0.67
1668,869,1,0.99
1669,869,1,0.99
1670,869,1,0.99
1671,869,1,0.99
1672,869,4,0.56
1673,870,1,0.99
1674,870,4,0.52
1675,871,4,0.07
1676,872,4,0.45
1677,873,2,5.99
1678,873,4,0.60
1679,874,1,0.99
1680,874,1,0.99
1681,874,4,0.67
1682,875,4,0.30
1683,876,4,0.30
1684,877,1,0.99
1685,877,4,0.15
1686,878,1,0.99
1687,878,4,0.07
1688,879,4,0.67
1689,880,1,0.99
1690,880,1,0.99
1691,880,4,0.75
1692,881,1,0.99
1693,881,4,0.30
1694,882,1,0.99
1695,882,4,0.52
1696,883,1,0.99
1697,883,4,0.07
1698,884,1,0.99
1699,884,4,0.75
1700,885,1,0.99
1701,885,4,0.52
1702,886,4,0.07
1703,887,1,0.99
1704,887,4,0.52
1705,888,4,0.22
1706,889,1,0.99
1707,889,4,0.22
1708,890,4,0.45
1709,891,1,0.99
1710,891,4,0.45
1711,892,4,0.37
1712,893,4,0.22
1713,894,4,0.15
1714,895,1,0.99
1715,895,4,0.15
1716,896,2,5.99
1717,896,4,0.37
1718,897,4,0.52
1719,898,1,0.99
1720,898,4,0.75
1721,899,1,0.99
1722,899,2,5.99
1723,899,4,0.75
1724,900,1,0.99
1725,900,4,0.19
1726,901,4,0.15
1727,902,1,0.99
1728,902,4,0.60
1729,903,1,0.99
1730,903,1,0.99
1731,903,4,0.75
1732,904,4,0.08
1733,905,4,0.11
1734,906,1,0.99
1735,906,4,0.67
1736,907,2,5.99
1737,907,4,0.37
1738,908,1,0.99
1739,908,1,0.99
1740,908,4,0.60
1741,909,1,0.99
1742,909,1,0.99
1743,909,4,0.52
1744,910,1,0.99
1745,910,4,0.37
1746,911,4,0.30
1747,912,4,0.15
1748,913,4,0.22
1749,914,1,0.99
1750,914,1,0.99
1751,914,4,0.75
1752,915,4,0.60
1753,916,1,0.99
1754,916,4,0.45
1755,917,1,0.99
1756,917,1,0.99
1757,917,4,0.30
1758,918,1,0.99
1759,918,1,0.99
1760,918,4,0.52
1761,919,1,0.99
1762,919,1,0.99
1763,919,4,0.52
1764,920,2,5.99
1765,920,1,0.99
1766,920,4,0.34
1767,921,4,0.15
1768,922,2,5.99
1769,922,1,0.99
1770,922,4,0.60
1771,923,1,0.99
1772,923,1,0.99
1773,923,4,0.60
1774,924,1,0.99
1775,924,4,0.69
1776,925,1,0.99
1777,925,4,0.15
1778,926,4,0.37
1779,927,1,0.99
1780,927,1,0.99
1781,927,4,0.60
1782,928,4,0.15
1783,929,4,0.22
1784,930,4,0.75
1785,931,4,0.15
1786,932,4,0.37
1787,933,1,0.99
1788,933,1,0.99
1789,933,4,0.60
1790,934,4,0.15
1791,935,1,0.99
1792,935,1,0.99
1793,935,4,0.52
1794,936,4,0.82
1795,937,2,5.99
1796,937,1,0.99
1797,937,4,0.60
1798,938,1,0.99
1799,938,4,0.75
1800,939,2,5.99
1801,939,1,0.99
1802,939,4,0.37
1803,940,1,0.99
1804,940,1,0.99
1805,940,4,0.45
1806,941,4,0.15
1807,942,1,0.99
1808,942,4,0.37
1809,943,4,0.15
1810,944,4,0.52
1811,945,1,0.99
1812,945,4,0.52
1813,946,1,0.99
1814,946,4,0.45
1815,947,4,0.30
1816,948,4,0.60
1817,949,1,0.99
1818,949,2,5.99
1819,949,4,0.45
1820,950,4,0.60
1821,951,1,0.99
1822,951,4,0.52
1823,952,4,0.15
1824,953,1,0.99
1825,953,1,0.99
1826,953,4,0.67
1827,954,1,0.99
1828,954,2,5.99
1829,954,1,0.99
1830,954,2,5.99
1831,954,1,0.99
1832,954,4,0.60
1833,955,4,0.45
1834,956,2,5.99
1835,956,1,0.99
1836,956,4,0.15
1837,957,1,0.99
1838,957,4,0.75
1839,958,4,0.15
1840,959,4,0.22
1841,960,1,0.99
1842,960,4,0.22
1843,961,1,0.99
1844,961,1,0.99
1845,961,4,0.52
1846,962,4,0.37
1847,963,4,0.15
1848,964,1,0.99
1849,964,1,0.99
1850,964,4,0.22
1851,965,4,0.37
1852,966,1,0.99
1853,966,4,0.52
1854,967,4,0.60
1855,968,4,0.60
1856,969,4,0.37
1857,970,1,0.99
1858,970,1,0.99
1859,970,4,0.78
1860,971,4,0.52
1861,972,1,0.99
1862,972,1,0.99
1863,972,4,0.60
1864,973,1,0.99
1865,973,4,0.60
1866,974,1,0.99
1867,974,4,0.45
1868,975,1,0.99
1869,975,4,0.60
1870,976,1,0.99
1871,976,4,0.67
1872,977,1,0.99
1873,977,4,0.15
1874,978,2,5.99
1875,978,1,0.99
1876,978,1,0.99
1877,978,4,0.67
1878,979,1,0.99
1879,979,4,0.22
1880,980,1,0.99
1881,980,4,0.15
1882,981,2,5.99
1883,981,4,0.75
1884,982,4,0.60
1885,983,1,0.99
1886,983,1,0.99
1887,983,4,0.45
1888,984,1,0.99
1889,984,2,5.99
1890,984,4,0.60
1891,985,1,0.99
1892,985,1,0.99
1893,985,4,0.75
1894,986,1,0.99
1895,986,4,0.52
1896,987,4,0.37
1897,988,2,5.99
1898,988,2,5.99
1899,988,4,0.60
1900,989,1,0.99
1901,989,4,0.75
1902,990,4,0.52
1903,991,1,0.99
1904,991,1,0.99
1905,991,1,0.99
1906,991,4,0.67
1907,992,2,5.99
1908,992,1,0.99
1909,992,4,0.15
1910,993,1,0.99
1911,993,1,0.99
1912,993,4,0.60
1913,994,1,0.99
1914,994,2,5.99
1915,994,4,0.75
1916,995,4,0.67
1917,996,2,5.99
1918,996,4,0.60
1919,997,4,0.22
1920,998,4,0.15
1921,999,1,0.99
1922,999,4,0.15
1923,1000,1,0.99
1924,1000,4,0.22
1925,1001,4,0.15
1926,1002,2,5.99
1927,1002,4,0.67
1928,1003,1,0.99
1929,1003,4,0.37
1930,1004,2,5.99
1931,1004,2,5.99
1932,1004,4,0.45
1933,1005,1,0.99
1934,1005,1,0.99
1935,1005,4,0.13
1936,1006,4,0.37
1937,1007,1,0.99
1938,1007,4,0.67
1939,1008,1,0.99
1940,1008,4,0.30
1941,1009,4,0.15
1942,1010,4,0.15
1943,1011,4,0.45
1944,1012,1,0.99
1945,1012,1,0.99
1946,1012,4,0.45
1947,1013,1,0.99
1948,1013,4,0.52
1949,1014,1,0.99
1950,1014,4,0.75
1951,1015,4,0.75
1952,1016,4,0.22
1953,1017,4,0.08
1954,1018,2,5.99
1955,1018,2,5.99
1956,1018,2,5.99
1957,1018,4,0.75
1958,1019,2,5.99
1959,1019,4,0.67
1960,1020,4,0.45
1961,1021,1,0.99
1962,1021,4,0.45
1963,1022,4,0.15
1964,1023,4,0.07
1965,1024,1,0.99
1966,1024,4,0.15
1967,1025,4,0.22
1968,1026,4,0.15
1969,1027,1,0.99
1970,1027,4,0.30
1971,1028,1,0.99
1972,1028,1,0.99
1973,1028,4,0.52
1974,1029,1,0.99
1975,1029,4,0.08
1976,1030,1,0.99
1977,1030,4,0.60
1978,1031,4,0.52
1979,1032,1,0.99
1980,1032,4,0.60
1981,1033,1,0.99
1982,1033,1,0.99
1983,1033,4,0.37
1984,1034,1,0.99
1985,1034,1,0.99
1986,1034,4,0.60
1987,1035,1,0.99
1988,1035,1,0.99
1989,1035,4,0.45
1990,1036,1,0.99
1991,1036,4,0.52
1992,1037,4,0.45
1993,1038,4,0.37
1994,1039,4,0.37
1995,1040,4,0.52
1996,1041,4,0.60
1997,1042,1,0.99
1998,1042,4,0.22
1999,1043,4,0.07
2000,1044,1,0.99
2001,1044,4,0.07
2002,1045,4,0.15
2003,1046,1,0.99
2004,1046,4,0.15
2005,1047,1,0.99
2006,1047,4,0.22
2007,1048,1,0.99
2008,1048,4,0.22
2009,1049,1,0.99
2010,1049,4,0.15
2011,1050,1,0.99
2012,1050,2,5.99
2013,1050,1,0.99
2014,1050,4,0.82
2015,1051,1,0.99
2016,1051,4,0.60
2017,1052,4,0.45
2018,1053,1,0.99
2019,1053,4,0.15
2020,1054,2,5.99
2021,1054,4,0.15
2022,1055,4,0.30
2023,1056,2,5.99
2024,1056,4,0.22
2025,1057,4,0.30
2026,1058,4,0.30
2027,1059,1,0.99
2028,1059,4,0.49
2029,1060,1,0.99
2030,1060,1,0.99
2031,1060,2,5.99
2032,1060,1,0.99
2033,1060,4,0.52
2034,1061,4,0.30
2035,1062,1,0.99
2036,1062,4,0.60
2037,1063,1,0.99
2038,1063,4,0.58
2039,1064,1,0.99
2040,1064,4,0.45
2041,1065,4,0.15
2042,1066,4,0.30
2043,1067,1,0.99
2044,1067,1,0.99
2045,1067,1,0.99
2046,1067,4,0.82
2047,1068,1,0.99
2048,1068,1,0.99
2049,1068,4,0.67
2050,1069,2,5.99
2051,1069,1,0.99
2052,1069,4,0.60
2053,1070,1,0.99
2054,1070,4,0.48
2055,1071,1,0.99
2056,1071,4,0.30
2057,1072,1,0.99
2058,1072,1,0.99
2059,1072,4,0.67
2060,1073,4,0.52
2061,1074,1,0.99
2062,1074,1,0.99
2063,1074,4,0.45
2064,1075,2,5.99
2065,1075,1,0.99
2066,1075,2,5.99
2067,1075,4,0.60
2068,1076,4,0.30
2069,1077,2,5.99
2070,1077,2,5.99
2071,1077,4,0.52
2072,1078,4,0.15
2073,1079,4,0.30
2074,1080,4,0.22
2075,1081,1,0.99
2076,1081,4,0.60
2077,1082,2,5.99
2078,1082,4,0.30
2079,1083,1,0.99
2080,1083,4,0.22
2081,1084,1,0.99
2082,1084,4,0.30
2083,1085,1,0.99
2084,1085,2,5.99
2085,1085,1,0.99
2086,1085,1,0.99
2087,1085,4,0.67
2088,1086,4,0.60
2089,1087,4,0.07
2090,1088,4,0.45
2091,1089,2,5.99
2092,1089,2,5.99
2093,1089,1,0.99
2094,1089,4,0.37
2095,1090,2,5.99
2096,1090,4,0.37
2097,1091,4,0.15
2098,1092,1,0.99
2099,1092,4,0.15
2100,1093,1,0.99
2101,1093,4,0.34
2102,1094,1,0.99
2103,1094,4,0.37
2104,1095,4,0.45
2105,1096,1,0.99
2106,1096,4,0.54
2107,1097,1,0.99
2108,1097,1,0.99
2109,1097,4,0.75
2110,1098,1,0.99
2111,1098,1,0.99
2112,1098,4,0.60
2113,1099,1,0.99
2114,1099,4,0.37
2115,1100,1,0.99
2116,1100,1,0.99
2117,1100,4,0.52
2118,1101,4,0.62
2119,1102,1,0.99
2120,1102,4,0.56
2121,1103,1,0.99
2122,1103,1,0.99
2123,1103,1,0.99
2124,1103,4,0.82
2125,1104,1,0.99
2126,1104,4,0.37
2127,1105,4,0.39
2128,1106,1,0.99
2129,1106,2,5.99
2130,1106,1,0.99
2131,1106,4,0.37
2132,1107,1,0.99
2133,1107,1,0.99
2134,1107,4,0.67
2135,1108,2,5.99
2136,1108,1,0.99
2137,1108,1,0.99
2138,1108,4,0.52
2139,1109,2,5.99
2140,1109,1,0.99
2141,1109,1,0.99
2142,1109,4,0.75
2143,1110,2,5.99
2144,1110,1,0.99
2145,1110,4,0.37
2146,1111,1,0.99
2147,1111,2,5.99
2148,1111,4,0.82
2149,1112,1,0.99
2150,1112,2,5.99
2151,1112,1,0.99
2152,1112,4,0.45
2153,1113,1,0.99
2154,1113,4,0.41
2155,1114,4,0.22
2156,1115,4,0.75
2157,1116,4,0.30
2158,1117,4,0.67
2159,1118,4,0.06
2160,1119,1,0.99
2161,1119,4,0.20
2162,1120,4,0.07
2163,1121,4,0.60
2164,1122,4,0.15
2165,1123,1,0.99
2166,1123,4,0.26
2167,1124,4,0.15
2168,1125,4,0.15
2169,1126,1,0.99
2170,1126,4,0.22
2171,1127,1,0.99
2172,1127,4,0.30
2173,1128,2,5.99
2174,1128,1,0.99
2175,1128,4,0.75
2176,1129,1,0.99
2177,1129,4,0.63
2178,1130,4,0.30
2179,1131,1,0.99
2180,1131,4,0.30
2181,1132,4,0.52
2182,1133,4,0.15
2183,1134,1,0.99
2184,1134,4,0.30
2185,1135,1,0.99
2186,1135,4,0.75
2187,1136,1,0.99
2188,1136,1,0.99
2189,1136,4,0.52
2190,1137,1,0.99
2191,1137,1,0.99
2192,1137,4,0.22
2193,1138,4,0.15
2194,1139,1,0.99
2195,1139,1,0.99
2196,1139,4,0.45
2197,1140,2,5.99
2198,1140,4,0.15
2199,1141,1,0.99
2200,1141,1,0.99
2201,1141,4,0.75
2202,1142,1,0.99
2203,1142,4,0.52
2204,1143,4,0.37
2205,1144,1,0.99
2206,1144,4,0.67
2207,1145,1,0.99
2208,1145,4,0.52
2209,1146,1,0.99
2210,1146,4,0.22
2211,1147,1,0.99
2212,1147,4,0.37
2213,1148,4,0.45
2214,1149,1,0.99
2215,1149,1,0.99
2216,1149,4,0.45
2217,1150,4,0.15
2218,1151,4,0.45
2219,1152,1,0.99
2220,1152,4,0.60
2221,1153,4,0.37
2222,1154,1,0.99
2223,1154,1,0.99
2224,1154,4,0.67
2225,1155,4,0.15
2226,1156,4,0.11
2227,1157,4,0.30
2228,1158,4,0.37
2229,1159,1,0.99
2230,1159,4,0.22
2231,1160,2,5.99
2232,1160,1,0.99
2233,1160,4,0.52
2234,1161,4,0.82
2235,1162,1,0.99
2236,1162,4,0.30
2237,1163,1,0.99
2238,1163,1,0.99
2239,1163,4,0.67
2240,1164,4,0.22
2241,1165,4,0.30
2242,1166,4,0.15
2243,1167,1,0.99
2244,1167,4,0.30
2245,1168,4,0.30
2246,1169,4,0.15
2247,1170,1,0.99
2248,1170,4,0.52
2249,1171,4,0.30
2250,1172,1,0.99
2251,1172,4,0.15
2252,1173,1,0.99
2253,1173,2,5.99
2254,1173,1,0.99
2255,1173,4,0.30
2256,1174,4,0.37
2257,1175,1,0.99
2258,1175,4,0.30
2259,1176,4,0.52
2260,1177,2,5.99
2261,1177,4,0.67
2262,1178,4,0.15
2263,1179,4,0.77
2264,1180,1,0.99
2265,1180,4,0.52
2266,1181,1,0.99
2267,1181,4,0.49
2268,1182,4,0.30
2269,1183,2,5.99
2270,1183,2,5.99
2271,1183,4,0.45
2272,1184,1,0.99
2273,1184,4,0.52
2274,1185,4,0.45
2275,1186,1,0.99
2276,1186,4,0.73
2277,1187,4,0.15
2278,1188,4,0.15
2279,1189,4,0.45
2280,1190,1,0.99
2281,1190,1,0.99
2282,1190,4,0.60
2283,1191,4,0.07
2284,1192,4,0.41
2285,1193,1,0.99
2286,1193,4,0.75
2287,1194,1,0.99
2288,1194,4,0.52
2289,1195,4,0.37
2290,1196,4,0.60
2291,1197,1,0.99
2292,1197,4,0.30
2293,1198,1,0.99
2294,1198,1,0.99
2295,1198,4,0.45
2296,1199,1,0.99
2297,1199,1,0.99
2298,1199,4,0.45
2299,1200,4,0.26
2300,1201,4,0.41
2301,1202,4,0.37
2302,1203,2,5.99
2303,1203,1,0.99
2304,1203,4,0.15
2305,1204,4,0.45
2306,1205,2,5.99
2307,1205,1,0.99
2308,1205,4,0.67
2309,1206,1,0.99
2310,1206,4,0.75
2311,1207,2,5.99
2312,1207,4,0.30
2313,1208,4,0.22
2314,1209,1,0.99
2315,1209,4,0.30
2316,1210,4,0.11
2317,1211,4,0.78
2318,1212,4,0.67
2319,1213,2,5.99
2320,1213,1,0.99
2321,1213,4,0.52
2322,1214,1,0.99
2323,1214,4,0.45
2324,1215,4,0.52
2325,1216,4,0.15
2326,1217,1,0.99
2327,1217,4,0.75
2328,1218,1,0.99
2329,1218,1,0.99
2330,1218,1,0.99
2331,1218,4,0.37
2332,1219,1,0.99
2333,1219,4,0.60
2334,1220,1,0.99
2335,1220,4,0.07
2336,1221,1,0.99
2337,1221,1,0.99
2338,1221,4,0.45
2339,1222,1,0.99
2340,1222,4,0.60
2341,1223,1,0.99
2342,1223,1,0.99
2343,1223,4,0.67
2344,1224,4,0.15
2345,1225,2,5.99
2346,1225,1,0.99
2347,1225,4,0.30
2348,1226,1,0.99
2349,1226,1,0.99
2350,1226,4,0.67
2351,1227,1,0.99
2352,1227,4,0.75
2353,1228,1,0.99
2354,1228,2,5.99
2355,1228,4,0.30
2356,1229,1,0.99
2357,1229,4,0.45
2358,1230,1,0.99
2359,1230,4,0.37
2360,1231,4,0.15
2361,1232,1,0.99
2362,1232,4,0.60
2363,1233,2,5.99
2364,1233,1,0.99
2365,1233,4,0.67
2366,1234,1,0.99
2367,1234,4,0.15
2368,1235,1,0.99
2369,1235,4,0.52
2370,1236,1,0.99
2371,1236,4,0.45
2372,1237,4,0.15
2373,1238,4,0.30
2374,1239,1,0.99
2375,1239,4,0.52
2376,1240,4,0.07
2377,1241,1,0.99
2378,1241,1,0.99
2379,1241,4,0.22
2380,1242,1,0.99
2381,1242,1,0.99
2382,1242,4,0.67
2383,1243,2,5.99
2384,1243,1,0.99
2385,1243,2,5.99
2386,1243,4,0.90
2387,1244,1,0.99
2388,1244,4,0.52
2389,1245,4,0.34
2390,1246,4,0.30
2391,1247,1,0.99
2392,1247,4,0.60
2393,1248,4,0.67
2394,1249,1,0.99
2395,1249,4,0.33
2396,1250,4,0.37
2397,1251,1,0.99
2398,1251,4,0.37
2399,1252,4,0.22
2400,1253,1,0.99
2401,1253,1,0.99
2402,1253,4,0.67
2403,1254,2,5.99
2404,1254,1,0.99
2405,1254,1,0.99
2406,1254,4,0.45
2407,1255,1,0.99
2408,1255,2,5.99
2409,1255,4,0.52
2410,1256,1,0.99
2411,1256,4,0.60
2412,1257,1,0.99
2413,1257,4,0.52
2414,1258,4,0.07
2415,1259,1,0.99
2416,1259,1,0.99
2417,1259,4,0.56
2418,1260,1,0.99
2419,1260,4,0.52
2420,1261,4,0.15
2421,1262,1,0.99
2422,1262,1,0.99
2423,1262,4,0.75
2424,1263,1,0.99
2425,1263,1,0.99
2426,1263,4,0.52
2427,1264,4,0.30
2428,1265,4,0.15
2429,1266,4,0.37
2430,1267,1,0.99
2431,1267,4,0.37
2432,1268,4,0.15
2433,1269,1,0.99
2434,1269,4,0.52
2435,1270,4,0.22
2436,1271,1,0.99
2437,1271,4,0.63
2438,1272,1,0.99
2439,1272,4,0.22
2440,1273,1,0.99
2441,1273,1,0.99
2442,1273,4,0.45
2443,1274,1,0.99
2444,1274,4,0.67
2445,1275,1,0.99
2446,1275,4,0.37
2447,1276,1,0.99
2448,1276,4,0.52
2449,1277,4,0.60
2450,1278,1,0.99
2451,1278,4,0.15
2452,1279,1,0.99
2453,1279,4,0.15
2454,1280,4,0.15
2455,1281,1,0.99
2456,1281,4,0.52
2457,1282,1,0.99
2458,1282,1,0.99
2459,1282,4,0.37
2460,1283,1,0.99
2461,1283,1,0.99
2462,1283,4,0.30
2463,1284,1,0.99
2464,1284,1,0.99
2465,1284,2,5.99
2466,1284,1,0.99
2467,1284,4,0.75
2468,1285,1,0.99
2469,1285,4,0.45
2470,1286,1,0.99
2471,1286,4,0.15
2472,1287,1,0.99
2473,1287,4,0.30
2474,1288,1,0.99
2475,1288,4,0.45
2476,1289,1,0.99
2477,1289,1,0.99
2478,1289,4,0.75
2479,1290,4,0.15
2480,1291,4,0.15
2481,1292,1,0.99
2482,1292,2,5.99
2483,1292,1,0.99
2484,1292,4,0.60
2485,1293,4,0.07
2486,1294,1,0.99
2487,1294,4,0.60
2488,1295,4,0.15
2489,1296,4,0.07
2490,1297,1,0.99
2491,1297,4,0.15
2492,1298,4,0.15
2493,1299,1,0.99
2494,1299,4,0.67
2495,1300,4,0.22
2496,1301,1,0.99
2497,1301,4,0.45
2498,1302,4,0.60
2499,1303,4,0.15
2500,1304,1,0.99
2501,1304,4,0.45
2502,1305,1,0.99
2503,1305,4,0.37
2504,1306,4,0.60
2505,1307,4,0.75
2506,1308,4,0.67
2507,1309,1,0.99
2508,1309,1,0.99
2509,1309,1,0.99
2510,1309,4,0.60
2511,1310,2,5.99
2512,1310,1,0.99
2513,1310,4,0.90
2514,1311,1,0.99
2515,1311,1,0.99
2516,1311,4,0.30
2517,1312,4,0.37
2518,1313,4,0.07
2519,1314,1,0.99
2520,1314,4,0.62
2521,1315,4,0.60
2522,1316,4,0.22
2523,1317,4,0.07
2524,1318,1,0.99
2525,1318,4,0.60
2526,1319,1,0.99
2527,1319,4,0.37
2528,1320,4,0.71
2529,1321,4,0.15
2530,1322,1,0.99
2531,1322,4,0.15
2532,1323,1,0.99
2533,1323,4,0.15
2534,1324,1,0.99
2535,1324,4,0.67
2536,1325,4,0.75
2537,1326,1,0.99
2538,1326,1,0.99
2539,1326,4,0.30
2540,1327,1,0.99
2541,1327,1,0.99
2542,1327,4,0.45
2543,1328,4,0.22
2544,1329,4,0.60
2545,1330,4,0.37
2546,1331,1,0.99
2547,1331,4,0.52
2548,1332,4,0.52
2549,1333,1,0.99
2550,1333,4,0.30
2551,1334,1,0.99
2552,1334,4,0.52
2553,1335,2,5.99
2554,1335,4,0.63
2555,1336,2,5.99
2556,1336,1,0.99
2557,1336,4,0.52
2558,1337,1,0.99
2559,1337,4,0.11
2560,1338,4,0.67
2561,1339,1,0.99
2562,1339,4,0.22
2563,1340,4,0.19
2564,1341,2,5.99
2565,1341,1,0.99
2566,1341,4,0.52
2567,1342,4,0.15
2568,1343,1,0.99
2569,1343,1,0.99
2570,1343,4,0.37
