person_id,name,birthday,description
7071,Louise Fletcher,1934-07-22,"​From Wikipedia, the free encyclopedia.<br><br>Louise Fletcher (born July 22, 1934) is an American actress best known for her role as Nurse Ratched in One Flew over the Cuckoo's Nest for which she won the Academy Award for Best Actress and as Kai Winn Adami in Star Trek: Deep Space Nine. She also guest starred on the science fiction television series Heroes. She also received Emmy nominations for her guest starring roles in Picket Fences and Joan of Arcadia.<br><br>Description above from the Wikipedia article Louise Fletcher, licensed under CC-BY-SA, full list of contributors on Wikipedia"
518,Danny DeVito,1944-11-17,"From Wikipedia, the free encyclopedia.<br><br>Daniel Michael ""Danny"" DeVito, Jr. (born November 17, 1944 height 5' (1,52 m)) is an American actor, comedian, director, and producer. He first gained prominence for his portrayal of Louie De Palma on the ABC and NBC TV series Taxi (1978–1983), for which he won a Golden Globe and an Emmy.<br><br>DeVito and his wife, Rhea Perlman, founded Jersey Films, a production company known for films such as Pulp Fiction, Garden State, and Freedom Writers. DeVito also owns Jersey Television, which produced the Comedy Central series Reno 911!. DeVito and Perlman also starred together in his 1996 film Matilda, based on Roald Dahl's children's novel. He currently stars as Frank Reynolds on the FX sitcom It's Always Sunny in Philadelphia.<br><br>Description above from the Wikipedia article Danny DeVito, licensed under CC-BY-SA, full list of contributors on Wikipedia.​"
7072,William Redfield,1927-01-26,"From Wikipedia, the free encyclopedia.<br><br>William Redfield (January 26, 1927 – August 17, 1976) was an American actor and author who appeared in numerous theatrical, film, radio, and television roles.<br><br>Description above from the Wikipedia article William Redfield (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia"
7077,Scatman Crothers,1910-05-23,"​From Wikipedia, the free encyclopedia<br><br>Benjamin Sherman ""Scatman"" Crothers (May 23, 1910 – November 22, 1986) was an American actor, singer, dancer and musician known for his work as Louie the Garbage Man on the TV show Chico and the Man, and as Dick Hallorann in The Shining in 1980. He was also a prolific voiceover artist, and provided the voices of Meadowlark Lemon in the animated TV version of The Harlem Globetrotters, Jazz the Autobot in The Transformers, the title character in Hong Kong Phooey, and Scat Cat in the 1970 film The Aristocats.<br><br>Description above from the Wikipedia article Scatman Crothers, licensed under CC-BY-SA, full list of contributors on Wikipedia."
1370,Brad Dourif,1950-03-18,"From Wikipedia, the free encyclopedia<br><br>Bradford Claude ""Brad"" Dourif (born March 18, 1950) is an American film and television actor who gained early fame for his portrayal of Billy Bibbit in One Flew Over the Cuckoo's Nest, and has since appeared in a number of memorable roles, including the voice of Chucky in the Child's Play franchise, Younger Brother in Ragtime, the mentat Piter De Vries in David Lynch's Dune, Gríma Wormtongue in The Lord of the Rings, the homicidal Betazoid Lon Suder in the TV series Star Trek: Voyager, serial killer Charles Dexter/Brother Edward in the acclaimed science fiction television series Babylon 5, and Doc Cochran in the HBO television series Deadwood. Dourif has also worked with renowned film director Werner Herzog at many occasions, appearing in Scream of Stone, The Wild Blue Yonder, Bad Lieutenant: Port of Call New Orleans and My Son, My Son, What Have Ye Done?"
1062,Christopher Lloyd,1938-10-22,"From Wikipedia, the free encyclopedia. Christopher Allen Lloyd (born October 22, 1938) is an American actor. He is best known for playing Doc Brown in the Back to the Future trilogy, Uncle Fester in The Addams Family films, and Judge Doom in Who Framed Roger Rabbit. He played Reverend Jim Ignatowski in the television series Taxi and most recently Mr. Goodman in Piranha 3D. He also starred in the short-lived television series Deadly Games, and also was a regular in the short-lived TV series Stacked, in the mid-2000s. Lloyd has used his vocal talents in animation, frequently voicing villains. He currently voices the character Hacker on the animated PBS series Cyberchase. Lloyd has won three Primetime Emmy Awards and an Independent Spirit Award, and has been nominated for two Saturn Awards and a Daytime Emmy Award. Description above from the Wikipedia article Christopher Lloyd, licensed under CC-BY-SA, full list of contributors on Wikipedia."
68301,Will Sampson,1933-09-27,"From Wikipedia, the free encyclopedia<br><br>Will Sampson (September 27, 1933 – June 3, 1987) was an American actor and artist.  Sampson, a Native American Muscogee (Creek), was born in Okmulgee, Oklahoma and was an imposing 6' 5"" (1.96 m) tall. Sampson's most notable roles were as ""Chief Bromden"" in One Flew Over the Cuckoo's Nest and as ""Taylor the Medicine Man"" in the horror film Poltergeist II. He had a recurring role on the TV series Vega$, as Harlon Twoleaf and starred in the movies Fish Hawk, The Outlaw Josey Wales, and Orca.<br><br>Sampson appeared in the production of Black Elk Speaks with the American Indian Theater Company in Tulsa, Oklahoma, where David Carradine and other Native American actors like Wes Studi and Randolph Mantooth starred in stage productions.<br><br>Sampson competed in rodeos, his speciality riding bucking broncos, for about twenty years. He was on the rodeo circuit when the producers of One Flew Over the Cuckoo's Nest, Saul Zaentz and Michael Douglas, were looking for a large Native American to play the role of Chief Bromden. A rodeo announcer told them about Sampson, and after lengthy efforts to find him, they hired him on the strength of an interview. He had never acted before.<br><br>Sampson was also an artist. His large painting depicting the Ribbon Dance of his Muscogee people is in the collection of the Creek Council House Museum in Okmulgee, Oklahoma. His artwork is currently displayed online by The Kvskvnv (“kuskuna”) Association.<br><br>Description above from the Wikipedia article Will Sampson, licensed under CC-BY-SA, full list of contributors on Wikipedia."
862,George C. Scott,1927-10-18,"George Campbell Scott  (October 18, 1927 – September 22, 1999) was an American stage and film actor, director and producer. He was best known for his stage work, as well as his portrayal of General George S. Patton in the film Patton, and as General Buck Turgidson in Stanley Kubrick's Dr. Strangelove."
40551,Stephen Young,1931-05-19,"​From Wikipedia, the free encyclopedia.<br><br>Stephen Young  (born May 19, 1939) is a Canadian actor.<br><br>Description above from the Wikipedia article Stephen Young (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia"
15650,Michael Strong,1918-02-08,"​From Wikipedia, the free encyclopedia.<br><br>Michael Strong  (February 8, 1918- September 17, 1980) was an American stage, film and television actor.<br><br>Description above from the Wikipedia article Michael Strong, licensed under CC-BY-SA, full list of contributors on Wikipedia"
12431,Carey Loftin,1914-01-31,
1089965,Albert Dumortier,\N,
13733,Frank Latimore,1925-09-28,"​From Wikipedia, the free encyclopedia<br><br>Franklin Latimore (September 28, 1925 - November 29, 1998) was an American actor best known for his character ‘Dr. Ed Coleridge’ on the television soap opera Ryan's Hope.<br><br>Latimore's came from a well-to-do family, and was able to trace his lineage back to the Revolutionary War. He ran away from home at an early age, and shortly thereafter got the lead part in a Broadway play. His acting career had begun in the 1930s, when he and longtime pal Lloyd Bridges began doing summer stock theater at a playhouse in Weston, Vermont.<br><br>Latimore then soon went out to Hollywood, where he signed a contract with 20th Century-Fox, and proceeded to appear in such hits as In the Meantime, Darling, The Dolly Sisters, Three Little Girls in Blue, and Shock.<br><br>Latimore also played in two soap operas, Ryan's Hope and Guiding Light. As well, he did some work for PBS, most notably appearing in a film about the Civil War.<br><br>He married Rukmini Sukarno, an opera singer who was a daughter of President Sukarno of Indonesia. Their son, Chris Kline, is a journalist.<br><br>On November 29, 1998, he died in his sleep, at the age of 72. His remains were cremated and buried beneath a venerable old apple tree on ancestral property in Vermont.<br><br>Description above from the Wikipedia article Frank Latimore, licensed under CC-BY-SA, full list of contributors on Wikipedia."
58495,Morgan Paull,1944-12-15,
13265,Franklin J. Schaffner,1920-05-30,"​From Wikipedia, the free encyclopedia.<br><br>Franklin James Schaffner  (May 30, 1920 - July 2, 1989) was an American film director who is perhaps best known for directing such films as Planet of the Apes (1968), Patton (1970), Papillon (1973), and The Boys from Brazil (1978).<br><br>Description above from the Wikipedia article Franklin J. Schaffner, licensed under CC-BY-SA, full list of contributors on Wikipedia"
5292,Denzel Washington,1954-12-28,"Denzel Hayes Washington, Jr. (born December 28, 1954) is an American actor, screenwriter, director and film producer. He first rose to prominence when he joined the cast of the medical drama St. Elsewhere, playing Dr. Philip Chandler for six years. He has received much critical acclaim for his work in film since the 1990s, including for his portrayals of real-life figures, such as Steve Biko, Malcolm X, Rubin ""Hurricane"" Carter, Melvin B. Tolson, Frank Lucas, and Herman Boone.<br><br>Washington has received two Academy Awards, two Golden Globe awards, a Tony Award. He is notable for winning the Best Supporting Actor for Glory in 1989; and the Academy Award for Best Actor in 2001 for his role in the film Training Day<br><br>Description above from the Wikipedia article Denzel Washington, licensed under CC-BY-SA, full list of contributors on Wikipedia."
4765,Jason Robards,1922-07-26,"​From Wikipedia, the free encyclopedia.  <br><br>Jason Nelson Robards, Jr. (July 26, 1922 – December 26, 2000) was an American actor on stage and in film and television and a winner of the Tony Award (theatre), two Academy Awards (film) and the Emmy Award (television). He was also a United States Navy combat veteran of World War II.<br><br>He became famous playing works of Eugene O'Neill, an American playwright, and regularly performed in O'Neill's works throughout his career. Robards was cast in both common-man roles and as well-known historical figures.<br><br>Description above from the Wikipedia article Jason Robards, licensed under CC-BY-SA, full list of contributors on Wikipedia."
2453,Mary Steenburgen,1953-02-08,"From Wikipedia, the free encyclopedia<br><br>Mary Nell Steenburgen (born February 8, 1953) is an American actress. She was most successful for playing the role of Lynda Dummar in Jonathan Demme's Melvin and Howard, which earned her an Academy Award and a Golden Globe.<br><br>Description above from the Wikipedia article Mary Steenburgen, licensed under CC-BY-SA, full list of contributors on Wikipedia."
3131,Antonio Banderas,1960-08-10,"José Antonio Domínguez Banderas (born August 10, 1960), better known as Antonio Banderas, is a Spanish film actor, film director, film producer and singer. He began his acting career at age 19 with a series of films by director Pedro Almodóvar and then appeared in high-profile Hollywood films, especially in the 1990s, including Assassins, Evita, Interview with the Vampire, Philadelphia, Desperado, The Mask of Zorro, Spy Kids, the Shrek sequels and Puss in Boots."
32592,Ron Vawter,1948-12-09,"Ron Vawter (December 9, 1948 – April 16, 1994) was an American actor and a founding member of the experimental theater company The Wooster Group. Vawter performed in most of the group's works until his death from a heart attack in 1994 at the age of 45"
25626,Robert Ridgely,1931-12-24,
16119,Charles Napier,1936-04-12,"From Wikipedia, the free encyclopedia.<br><br>Charles L. Napier (born April 12, 1936) is an American actor, known for his portrayals of square-jawed tough guys and military types.<br><br>Description above from the Wikipedia article Charles Napier (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia."
16294,Jonathan Demme,1944-02-22,"Robert Jonathan Demme (born February 22, 1944) is an American filmmaker, producer and screenwriter. He is best known for directing The Silence of the Lambs, which won him the Academy Award for Best Director.<br><br>Description above from the Wikipedia article Jonathan Demme, licensed under CC-BY-SA, full list of contributors on Wikipedia."
380,Robert De Niro,1943-08-17,"Robert De Niro, Jr. (born August 17, 1943) is an American actor, director, and producer. His first major film role was in 1973's Bang the Drum Slowly. In 1974, he played the young Vito Corleone in The Godfather Part II, a role that won him the Academy Award for Best Supporting Actor. His longtime collaboration with Martin Scorsese began with 1973's Mean Streets, and earned De Niro an Academy Award for Best Actor for his portrayal of Jake LaMotta in the 1980 film, Raging Bull. He was also nominated for an Academy Award for his roles in Scorsese's Taxi Driver (1976) and Cape Fear (1991). In addition, he received nominations for his acting in Michael Cimino's The Deer Hunter (1978) and Penny Marshall's Awakenings (1990). He has received high critical praise in Scorsese's films such as for his portrayals as Travis Bickle in Taxi Driver, Jake Lamotta in Raging Bull, and as Jimmy Conway in Goodfellas. He has earned four nominations for the Golden Globe Award for Best Actor – Motion Picture Musical or Comedy: New York, New York (1977), Midnight Run (1988), Analyze This (1999) and Meet the Parents (2000). He directed A Bronx Tale (1993) and The Good Shepherd (2006).<br><br>Description above from the Wikipedia article Robert De Niro, licensed under CC-BY-SA, full list of contributors on Wikipedia."
4517,Joe Pesci,1943-02-09,"From Wikipedia, the free encyclopedia<br><br>Joseph Frank ""Joe"" Pesci (born February 9, 1943) is an American actor, comedian, singer and musician. He is known for his roles as violent mobsters, funnymen, comic foils and quirky sidekicks. Pesci has starred in a number of high profile films such as Goodfellas, Casino, Raging Bull, Once Upon a Time in America, My Cousin Vinny, Easy Money, JFK, Moonwalker, Home Alone, Home Alone 2: Lost in New York, and the 2nd, 3rd, and 4th Lethal Weapon films.<br><br>In 1990, Pesci won the Academy Award for Best Supporting Actor for his role as the psychopathic mobster Tommy DeVito in Goodfellas, ten years after receiving a nomination in the same category for Raging Bull.<br><br>Description above from the Wikipedia article Joe Pesci, licensed under CC-BY-SA, full list of contributors on Wikipedia."
14702,Cathy Moriarty,1960-11-29,"Cathy Moriarty-Gentile (born November 29, 1960) is an American actress. <br><br>Her first film credit was Martin Scorsese's Raging Bull in 1980, as Vikki LaMotta, the wife of Robert De Niro's lead character. Her performance earned her a nomination for the Academy Award for Best Supporting Actress. She also appeared opposite Andrew Dice Clay in the short-lived CBS sitcom Bless This House (1995). Later, she appeared as the villain Carrigan Crittenden in the 1995 film Casper and as Rose Donlan, wife of Harvey Keitel's corrupt cop in 1997's Cop Land. She reunited with De Niro for 2002's Analyze That, in which she played female Mafia boss Patti LoPresti.<br><br>Description above from the Wikipedia article Cathy Moriarty-Gentile, licensed under CC-BY-SA, full list of contributors on Wikipedia."
7164,Frank Vincent,1939-08-04,"From Wikipedia, the free encyclopedia<br><br>Frank Vincent (born August 4, 1939) is an American actor, musician, author and entrepreneur. He is a favorite performer of director Martin Scorsese, having played important roles in three of Scorsese's most acclaimed films: Raging Bull (1980), Goodfellas (1990) and Casino (1995). He often plays a gangster and works both in features and television. He has also lent his voice talents to video games. He played the New York Boss Phil Leotardo in the HBO series The Sopranos.<br><br>Description above from the Wikipedia article Frank Vincent, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17651,Nicholas Colasanto,1924-01-19,
17652,Theresa Saldana,1954-08-20,"​From Wikipedia, the free encyclopedia<br><br>Theresa Saldana (born August 20, 1954) is an American actress, known for her work in motion pictures and television. She is perhaps best known for her role as Rachel Scali, the wife of Police Commissioner Tony Scali, in the 1990s television series The Commish, for which she received a Golden Globe nomination for Best Performance by an Actress in a Supporting Role, in 1994. Major film roles include the part of 'Lenore La Motta', the wife of Joe Pesci's character, in the 1980 feature film Raging Bull and Robert Zemeckis's Beatle-mania ensemble I Wanna Hold Your Hand. She also appeared in Home Movies with Kirk Douglas and Nancy Allen for director Brian DePalma in 1980. The crime of stalking was brought to early attention after Saldana survived a brutal attempted murder by an obsessed fan in 1982.<br><br>Description above from the Wikipedia article Theresa Saldana, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17653,Mario Gallo,1923-03-22,
1241,John Turturro,1957-02-28,"John Michael Turturro (born February 28, 1957) is an American actor, writer, and director known for his roles in the films Barton Fink (1991), Quiz Show (1994), The Big Lebowski (1998), and O Brother, Where Art Thou? (2000). He has appeared in over sixty films, and has worked frequently with the Coen brothers, Adam Sandler, and Spike Lee.<br><br>Description above from the Wikipedia article John Turturro, licensed under CC-BY-SA, full list of contributors on Wikipedia."
1032,Martin Scorsese,1942-11-17,"​American film director, screenwriter, producer, actor, and film historian Martin Marcantonio Luciano Scorsese made the short films while he attended New York University's film school; these include “What's a Nice Girl Like You Doing in a Place Like This?” (1963), “It's Not Just You, Murray!” (1964), and his most famous short of the period “The Big Shave” (1967). This came shortly after seriously considering entering into priesthood. He entered a seminary in 1956 then opted to direct his focus toward film; he graduated from NYU as a film major in 1964.<br><br>Scorsese made his first feature-length film in 1967, “Call First”, which was later retitled “Who's That Knocking at My Door”, which was followed by “Boxcar Bertha” (1972). The Film “Taxi Driver” (1976) won the Palme d'Or at the 1976 Cannes Film Festival, and received four Oscar nominations, including Best Picture, establishing Scorsese as an accomplished filmmaker operating on a highly skilled level. <br><br>Scorsese has been married five times. His first wife was Laraine Marie Brennan; they have a daughter, Catherine. He married the writer Julia Cameron in 1976; they have a daughter, Domenica Cameron-Scorsese, who is an actress and appeared in The Age of Innocence, but the marriage lasted only a year. He was married to actress Isabella Rossellini from 1979 to their divorce in 1983. He then married producer Barbara De Fina in 1985; their marriage ended in divorce as well, in 1991. He has been married to Helen Morris since 1999; they have a daughter, Francesca, who appeared in The Departed and The Aviator. He is primarily based in New York City."
500,Tom Cruise,1962-07-03,"Thomas ""Tom"" Cruise (born Thomas Cruise Mapother IV; July 3, 1962) is an American actor and filmmaker. He has been nominated for three Academy Awards and has won three Golden Globe Awards.<br><br>He started his career at age 19 in the 1981 film Endless Love. After portraying supporting roles in Taps (1981) and The Outsiders (1983), his first leading role was in Risky Business, released in August 1983. Cruise became a full-fledged movie star after starring as Pete ""Maverick"" Mitchell in Top Gun (1986). He has since 1996 been well known for his role as secret agent Ethan Hunt in the Mission: Impossible film series. One of the biggest movie stars in Hollywood, Cruise has starred in many successful films, including The Color of Money (1986), Cocktail (1988), Rain Man (1988), Born on the Fourth of July (1989), Far and Away(1992), A Few Good Men (1992), The Firm (1993), Interview with the Vampire: The Vampire Chronicles (1994), Jerry Maguire (1996), Eyes Wide Shut (1999), Magnolia (1999), Vanilla Sky (2001), Minority Report (2002),The Last Samurai (2003), Collateral (2004), War of the Worlds (2005), Lions for Lambs (2007), Valkyrie (2008), Knight and Day (2010), Jack Reacher (2012), Oblivion (2013), and Edge of Tomorrow (2014).<br><br>In 2012, Cruise was Hollywood's highest-paid actor. Fifteen of his films grossed over $100 million domestically; twenty-one have grossed in excess of $200 million worldwide. Cruise is known for his support for the Church of Scientology and its affiliated social programs. From: Wikipedia."
3124,Valeria Golino,1966-10-22,"Valeria Golino (born 22 October 1966) is an Italian-Greek film and television actress. She is perhaps best known to U.S. audiences for the 1988 Academy Award-winning film Rain Man and the 1988 comedy Big Top Pee-wee, and to international audiences for the Hot Shots! films alongside Charlie Sheen. She has won the David di Donatello, Silver Ribbon, and Coppa Volpi awards.  [From Wikipedia, the free encyclopedia. Description above from the Wikipedia article Valeria Golino, licensed under CC-BY-SA, full list of contributors on Wikipedia.]"
2211,Gerald R. Molen,1935-01-06,"From Wikipedia, the free encyclopedia.<br><br>Gerald Robert Molen (born January 6, 1935) is a high profile American film producer. He works very closely with Steven Spielberg, having produced five of his films, and won an Academy Award for co-producing Schindler's List. Gerald ""Jerry"" Molen is now semi-retired and spends his time alternating between Montana and Las Vegas, Nevada.<br><br>Molen was born in Great Falls, Montana, the son of Edith Lorraine (née Meyer) and Gerald Richard Molen. He grew up in North Hollywood, California, after moving from Montana, with a number of younger brothers and sisters. His mother ran a diner, ""The Blue Onion"", which was located across from one of the major studios. Molen got his start in the movie business by changing tires on studio trucks.<br><br>Molen has appeared in cameos in several of the films he produced, including Rain Man, Days of Thunder, and Jurassic Park. The name 'Molen' can be seen painted on the front of a large black cauldron in the movie Hook as the camera pans across the pirate docks in Neverland.<br><br>Molen is an active member of The Church of Jesus Christ of Latter-day Saints.<br><br>Description above from the Wikipedia article Gerald R. Molen, licensed under CC-BY-SA, full list of contributors on Wikipedia."
5145,Jack Murdock,\N,
5146,Michael D. Roberts,1947-12-25,"​From Wikipedia, the free encyclopedia<br><br>Michael D. Roberts (born December 25, 1947) is an American actor.<br><br>Description above from the Wikipedia article Michael D. Roberts, licensed under CC-BY-SA, full list of contributors on Wikipedia."
5147,Ralph Seymour,\N,
5148,Lucinda Jenney,1954-04-23,"​From Wikipedia, the free encyclopedia<br><br>Lucinda Jenney (born 23 April 1954) is an American actress.<br><br>Description above from the Wikipedia article Lucinda Jenney, licensed under CC-BY-SA, full list of contributors on Wikipedia."
8246,Barry Levinson,1942-04-06,"From Wikipedia, the free encyclopedia.<br><br>Barry Levinson (born April 6, 1942) is an American screenwriter, film director, actor, and producer of film and television. His films include Bugsy, The Natural and Rain Man.<br><br>Description above from the Wikipedia article Barry Levinson, licensed under CC-BY-SA, full list of contributors on Wikipedia."
134,Jamie Foxx,1967-12-13,"Eric Marlon Bishop (born December 13, 1967), professionally known as Jamie Foxx, is an American actor, singer-songwriter, stand-up comedian, and talk radio host. As an actor, his work in the film Ray earned him the Academy Award and BAFTA Award for Best Actor as well as the Golden Globe Award for Best Actor in a musical/comedy. He is also a Grammy Award winning musician, producing two albums which have charted highly on the Billboard 200: Unpredictable, which topped the chart, and Intuition.<br><br>Foxx was abandoned seven months after birth, and was subsequently adopted and raised in Terrell by his mother's adoptive parents, Estelle and Mark Talley. Foxx had a strict Baptist upbringing and began piano lessons at the age of five by his grandmother's orders. He has often acknowledged his grandmother's influence in his life as one of the greatest reasons for his success. When he found that female comedians were often called first to perform, he changed his name to Jamie Foxx, feeling that it was an ambiguous enough name to disallow any biases. He chose his surname as a tribute to comedian Redd Foxx.<br><br>From 1996 to 2001, Foxx starred in his own sitcom The Jamie Foxx Show, and in 1992 he made his film debut in Toys a comedy directed by Barry Levinson. Following Toys, his first dramatic role came in Oliver Stone's 1999 film Any Given Sunday, where he portrayed a hard-partying American football player. Foxx has since evolved into a respected dramatic actor. Foxx was featured as taxi driver Max Durocher in the film Collateral alongside Tom Cruise, for which he received outstanding reviews and a nomination for the Academy Award for Best Supporting Actor. His standout performance, however, was his portrayal of Ray Charles in the biopic Ray (2004), for which he won the Academy Award for Best Actor and the BAFTA Award for Best Actor in a Leading Role. Foxx is the second male in history to receive two acting Oscar nominations in the same year for two different movies, Collateral and Ray.<br><br>In September 2007, Foxx was awarded a star on the Hollywood Walk of Fame."
11703,Kerry Washington,1977-01-31,"Kerry Washington is an American actress. She is known for her roles as Ray Charles's wife, Della Bea Robinson, in the film Ray (2004), as Idi Amin's wife Kay in The Last King of Scotland, and as Alicia Masters, love interest of Ben Grimm/The Thing in the live-action Fantastic Four films of 2005 and 2007. She has also starred in the critically acclaimed independent films Our Song and The Dead Girl, and is the lead actress in the 2012 ABC drama Scandal, a Shonda Rhimes series in which Washington plays Olivia Pope, a former crisis management expert to the President. Her most recent role was as Broomhilda von Schaft, Django's wife, in Quentin Tarantino's film Django Unchained."
9788,Regina King,1971-01-15,"Regina King was born on January 15, 1971 in Los Angeles, California. She is best known for her role as Mary Jenkins's (played by Marla Gibbs) studious daughter, Brenda Jenkins, on the popular 1980s sitcom, 227 and for her critically-acclaimed supporting role in the feature film Jerry Maguire. King began her acting career in 1985 in the role on the television series 227, a role she played until 1990. She went on to appear in the John Singleton films Boyz n the Hood (1991), Poetic Justice (1993) and Higher Learning (1995).  Also in 1995, she was featured in the hit comedy Friday. In 1996, she gained fame starring in the blockbuster romantic comedy Jerry Maguire, with Tom Cruise and Cuba Gooding, Jr. This film brought King mainstream recognition in her role as Marcee Tidwell, the wife of Cuba Gooding Jr.’s character. Soon thereafter she played Will Smith's wife in the spy thriller Enemy of the State (1998), and was also featured in How Stella Got Her Groove Back (1998) and Disney's remake Mighty Joe Young (1998). She continued playing feature roles in a variety of films, including Down to Earth (2001), with Chris Rock, Daddy Day Care (2003) with Eddie Murphy, Legally Blonde 2: Red, White &amp; Blonde (2003) with Reese Witherspoon and Sally Field, and A Cinderella Story (2004), with Hilary Duff. In 2004, King played Margie Hendricks, a singer in Ray Charles’ backup group The Raelettes and one of the musical legend’s mistresses, in Ray, and in 2005, she co-starred in Miss Congeniality 2: Armed and Fabulous as Sandra Bullock's tough FBI agent partner. Additionally, she is the star of the Adult Swim show The Boondocks, providing the voices for the characters Huey and Riley Freeman, as well as the feature film The Ant Bully (2006). Most recently, she appeared in season 6 of the hit show 24 and the film This Christmas (2007). She also she appeared in the TV film Living Proof (2008). Her latest film is 2010’s Our family Wedding where she stars alongside Forest Whitaker. Aside from portraying Detective Lydian Adams on the TNT police drama Southland, she is currently working on various film projects."
9464,Harry Lennix,1964-11-16,"From Wikipedia, the free encyclopedia.<br><br>Harry Joseph Lennix (born November 16, 1964) is an American actor. He is best known for his roles as ""Dresser"" in the Robert Townsend film ""The Five Heartbeats"" &amp; as ""Boyd Langton"" in the Joss Whedon television show Dollhouse."
58924,Clifton Powell,1956-03-16,"​From Wikipedia, the free encyclopedia.<br><br>Clifton Powell (born March 16, 1956) is an American actor and comedian.<br><br>Description above from the Wikipedia article Clifton Powell, licensed under CC-BY-SA, full list of contributors on Wikipedia"
71913,Bokeem Woodbine,1973-04-13,"Bokeem Woodbine (born April 13, 1973) is an American film and television actor.<br><br>Description above from the Wikipedia article Bokeem Woodbine, licensed under CC-BY-SA, full list of contributors on Wikipedia"
1192675,Sharon Warren,\N,
1192676,C.J. Sanders,\N,
18596,Taylor Hackford,1944-12-31,"Taylor Edwin Hackford is an American film director, and the current president of the Directors Guild of America."
515,Glenn Close,1947-03-19,"Glenn Close (born March 19, 1947) is an American actress and singer of theatre and film, known for her roles as a femme fatale (the scheming Marquise de Merteuil in Dangerous Liaisons (1988), and deranged stalker Alex Forrest in Fatal Attraction (1987). She is also known for playing Cruella de Vil in 101 Dalmatians (1996), and its sequel 102 Dalmatians (2000). She has been more recently known for her Emmy winning role as Patty Hewes in the FX TV series Damages. She has been nominated five times for an Oscar, and once for a BAFTA Film Award, and has won three Tonys, an Obie, three Emmys, two Golden Globes, and a Screen Actors Guild Award. Description above from the Wikipedia article Glenn Close, licensed under CC-BY-SA, full list of contributors on Wikipedia."
16940,Jeremy Irons,1948-09-19,"Jeremy John Irons (born 19 September 1948) is an English actor.<br><br>After receiving classical training at the Bristol Old Vic Theatre School, Irons began his acting career on stage in 1969, and has since appeared in many London theatre productions including The Winter's Tale, Macbeth, Much Ado About Nothing, The Taming of the Shrew, and Richard II. In 1984, he made his Broadway debut in Tom Stoppard's The Real Thing and received a Tony Award for Best Actor.<br><br>Irons's first major film role came in the 1981 romantic drama The French Lieutenant's Woman, for which he received a BAFTA nomination for Best Actor. After starring in such films as Moonlighting (1982), Betrayal (1983), and The Mission (1986), he gained critical acclaim for portraying twin gynecologists in David Cronenberg's psychological thriller Dead Ringers (1988).<br><br>In 1990, Irons delivered another strong performance as a European aristocrat in Reversal of Fortune, and took home multiple awards including an Academy Award for Best Actor. Other notable films have included The House of the Spirits (1993), The Lion King (1994), Die Hard with a Vengeance (1995), Lolita (1997), The Merchant of Venice (2004), Being Julia (2004), and Appaloosa (2008). Irons has also made several notable appearances on television. He earned his first Golden Globe Award nomination for his breakout role in the ITV series Brideshead Revisited (1981).<br><br>In 2006, Irons starred opposite Helen Mirren in the historical miniseries Elizabeth I, for which he received a Golden Globe Award and an Emmy Award for Best Supporting Actor.<br><br>Description above from the Wikipedia article Jeremy Irons, licensed under CC-BY-SA, full list of contributors on Wikipedia."
21399,Ron Silver,1946-07-02,"From Wikipedia, the free encyclopedia<br><br>Ronald Arthur ""Ron"" Silver (July 2, 1946 – March 15, 2009) was an American actor, director, producer, radio host and political activist.<br><br>Description above from the Wikipedia article Ron Silver, licensed under CC-BY-SA, full list of contributors on Wikipedia."
18750,Annabella Sciorra,1964-03-29,"Annabella Sciorra (born March 29, 1964) is an American film, television, and stage actress. Sciorra received an Independent Spirit Award nomination for Best Female Lead for the 1989 film True Love, and came to widespread attention in her co-lead role in Spike Lee's 1991 film Jungle Fever. She starred in the 1992 thriller The Hand That Rocks The Cradle, and received critical acclaim for her work in Cop Land. She received an Emmy nomination for her role as Gloria Trillo in the HBO series The Sopranos."
93051,Uta Hagen,1919-06-12,"​<br><br>Uta Thyra Hagen (12 June 1919 – 14 January 2004) was a German-born American actress and drama teacher. She originated the role of Martha in the 1963 Broadway premiere of Who's Afraid of Virginia Woolf? by Edward Albee (who called her ""a profoundly truthful actress""). Hagen was on the Hollywood blacklist, in part because of her association withPaul Robeson, and this curtailed film opportunities, focusing her to perform in New York theaters. She won the Tony Award three times. She later became a highly influential acting teacher at New York's Herbert Berghof Studio and authored best-selling acting texts, Respect for Acting, with Haskel Frankel, and A Challenge for the Actor. She was elected to the American Theatre Hall of Fame in 1981. "
