invoice_id,customer_id,invoice_date,amount_paid
665,113,2016-11-14 12:20:34,12.29
666,724,2017-02-21 10:54:13,9.64
667,497,2016-09-06 22:18:42,16.03
668,636,2017-03-20 17:19:25,4.28
669,995,2016-11-18 18:50:26,8.56
670,129,2016-08-10 04:39:11,13.90
671,552,2016-11-16 03:53:36,1.06
672,780,2016-08-30 01:25:49,1.06
673,287,2017-02-09 18:44:58,8.01
674,389,2017-03-17 04:31:16,7.48
675,346,2017-04-01 04:08:54,10.70
676,617,2016-08-12 13:53:24,1.06
677,510,2016-07-18 22:40:54,9.63
678,263,2017-03-04 15:03:15,13.90
679,391,2016-09-11 17:36:58,11.76
680,500,2016-10-10 22:12:46,22.47
681,49,2016-11-07 15:07:03,5.35
682,544,2017-02-23 07:15:32,4.28
683,692,2016-10-03 01:54:27,17.11
684,52,2017-03-29 14:09:25,8.56
685,661,2016-10-11 01:04:12,4.28
686,721,2017-03-26 11:25:41,19.25
687,800,2016-07-25 14:15:42,18.17
688,596,2017-02-12 04:26:08,3.75
689,885,2016-07-17 02:06:06,7.47
690,122,2016-09-11 20:39:23,18.18
691,326,2016-09-24 00:09:23,4.28
692,373,2016-10-10 03:02:56,14.96
693,837,2016-07-30 20:48:22,22.48
694,214,2017-02-21 21:30:43,20.33
695,287,2016-06-26 01:17:59,12.82
696,516,2016-07-28 03:41:44,1.06
697,928,2016-09-16 21:45:29,6.42
698,683,2016-12-14 20:30:43,9.62
699,993,2016-08-19 03:40:51,2.14
700,855,2016-08-31 13:58:17,2.14
701,446,2017-01-02 16:41:49,3.20
702,599,2016-08-07 21:05:50,2.14
703,812,2016-07-01 12:34:27,7.49
704,783,2016-08-16 03:44:18,17.11
705,974,2017-01-03 11:28:16,9.61
706,781,2016-11-03 02:05:44,21.40
707,770,2016-07-24 15:52:02,2.14
708,166,2017-03-14 06:49:09,2.14
709,298,2016-11-02 01:22:14,4.28
710,954,2016-12-19 20:47:59,7.48
711,959,2017-03-04 03:14:25,21.40
712,480,2016-10-08 08:51:47,7.48
713,752,2016-07-13 09:54:54,2.14
714,746,2017-01-03 16:46:39,3.20
715,645,2016-09-25 15:24:54,13.90
716,579,2016-10-16 09:48:32,16.04
717,762,2016-06-21 19:34:44,8.55
718,102,2017-01-12 01:46:41,12.82
719,770,2016-11-14 22:04:57,6.42
720,344,2017-01-08 22:24:36,1.06
721,821,2016-12-31 02:42:42,15.51
722,977,2016-10-23 05:43:10,7.48
723,279,2017-03-13 00:20:55,19.80
724,919,2016-08-19 04:20:32,16.04
725,157,2016-12-27 04:15:25,11.77
726,201,2017-01-03 10:47:23,4.28
727,684,2016-10-07 06:47:49,18.17
728,221,2016-10-15 12:54:33,9.62
729,688,2016-07-01 09:32:04,14.97
730,332,2016-11-14 12:36:31,8.55
731,286,2017-01-24 04:56:01,8.55
732,162,2016-12-18 17:35:56,13.88
733,268,2016-06-23 15:54:06,19.24
734,4,2016-09-07 08:31:06,5.34
735,257,2016-12-22 14:56:32,5.34
736,94,2017-01-30 08:12:35,18.18
737,959,2016-12-08 20:44:37,6.42
738,970,2017-03-03 03:14:56,13.36
739,218,2016-08-13 10:50:06,19.25
740,737,2016-08-05 04:51:41,8.57
741,819,2016-10-19 09:25:12,7.48
742,128,2016-06-12 07:57:17,8.57
743,212,2016-07-04 18:15:16,18.18
744,288,2016-10-25 17:21:34,10.69
745,681,2016-12-02 11:40:07,3.74
746,989,2017-03-07 10:59:31,9.62
747,652,2016-06-19 21:45:50,10.70
748,44,2017-03-26 06:33:23,11.77
749,778,2016-11-25 21:06:44,15.48
750,572,2016-12-26 04:10:37,13.36
751,345,2016-08-21 03:16:23,11.76
752,207,2016-08-20 06:27:13,14.97
753,185,2016-10-08 09:44:02,16.03
754,874,2016-10-30 22:28:21,4.28
755,723,2016-09-26 23:08:23,7.49
756,10,2016-07-14 16:08:01,7.48
757,813,2016-10-15 22:21:11,4.28
758,262,2016-11-22 19:19:02,16.03
759,782,2017-02-20 07:59:19,3.20
760,370,2016-09-21 16:10:44,6.42
761,352,2017-03-30 07:02:08,18.18
762,869,2017-02-08 05:46:06,7.49
763,328,2016-11-24 21:33:54,18.18
764,202,2016-07-11 04:43:44,6.42
765,881,2017-03-14 12:25:30,14.97
766,682,2016-10-18 16:04:43,11.76
767,441,2016-09-09 20:47:49,13.89
768,771,2017-01-23 17:22:45,14.97
769,725,2016-09-26 16:20:44,4.28
770,855,2017-03-24 22:24:40,2.14
771,180,2017-03-03 15:15:11,3.20
772,536,2016-10-11 06:25:11,18.19
773,384,2016-06-05 11:23:04,17.10
774,947,2016-09-20 08:07:53,12.84
775,927,2016-12-16 00:13:21,6.94
776,378,2017-03-06 13:27:02,16.04
777,992,2017-01-29 21:18:24,4.28
778,67,2017-03-18 13:08:29,8.56
779,474,2016-08-18 01:26:27,12.84
780,389,2016-11-18 16:23:59,17.38
781,397,2016-08-23 19:44:51,20.33
782,131,2016-10-06 16:29:41,2.14
783,284,2016-11-30 13:25:19,15.23
784,247,2017-01-06 13:25:05,18.72
785,281,2017-03-30 08:06:42,3.21
786,596,2016-06-24 08:44:52,18.18
787,445,2016-08-31 15:14:39,18.17
788,533,2016-12-03 23:41:49,6.68
789,909,2017-01-15 07:16:11,9.63
790,731,2016-08-10 11:57:24,7.48
791,15,2016-10-17 01:54:31,8.55
792,770,2017-04-01 09:13:05,6.42
793,179,2016-06-23 14:42:04,10.69
794,649,2017-01-30 16:20:40,10.69
795,57,2016-08-29 13:03:37,3.19
796,555,2016-11-10 16:23:15,4.28
797,592,2016-11-18 12:02:27,4.28
798,820,2017-03-30 05:20:05,2.14
799,647,2016-09-22 22:45:26,20.33
800,197,2017-02-23 17:45:38,18.19
801,583,2016-11-19 14:37:41,16.04
802,324,2017-02-05 07:49:05,16.05
803,564,2017-03-25 06:20:10,6.42
804,416,2016-08-06 14:25:18,22.47
805,76,2017-01-01 12:59:26,3.20
806,26,2016-11-14 00:31:42,1.06
807,574,2016-11-10 23:42:29,11.76
808,495,2017-01-13 17:50:46,21.40
809,599,2016-10-26 19:51:00,20.33
810,700,2016-06-03 22:40:14,17.11
811,889,2016-06-04 01:28:35,16.04
812,132,2016-08-26 10:42:29,11.77
813,773,2017-02-25 09:48:57,14.95
814,297,2016-06-10 02:13:47,7.47
815,29,2017-02-18 12:43:54,1.06
816,616,2016-08-03 13:32:14,9.62
817,174,2017-03-10 16:53:15,12.84
818,398,2016-09-18 23:13:10,5.34
819,134,2016-10-14 21:43:54,17.10
820,379,2016-11-13 00:00:31,17.64
821,10,2016-08-28 01:19:23,3.20
822,48,2017-03-19 19:42:23,6.41
823,589,2016-07-19 17:30:02,18.19
824,335,2016-11-19 17:38:15,12.29
825,831,2017-02-20 13:39:26,3.20
826,516,2016-09-11 00:32:09,18.17
827,167,2017-03-30 08:29:12,6.42
828,764,2017-01-23 14:50:13,13.90
829,375,2016-12-29 13:18:46,17.92
830,809,2016-06-13 23:41:02,13.89
831,392,2016-10-23 17:43:05,14.97
832,248,2016-08-29 23:25:17,2.13
833,262,2016-07-26 18:01:37,7.49
834,879,2016-06-14 04:49:32,2.14
835,718,2016-11-17 20:52:01,9.08
836,676,2016-11-07 00:15:33,17.09
837,696,2016-06-17 14:22:47,14.97
838,3,2016-07-20 11:03:46,18.18
839,666,2016-09-26 11:52:36,17.11
840,850,2016-07-10 14:11:40,5.34
841,718,2016-11-12 10:42:09,9.88
842,67,2017-01-05 13:31:33,10.17
843,274,2016-06-09 21:25:30,13.90
844,30,2017-02-14 02:35:09,17.10
845,635,2016-07-31 03:51:41,10.70
846,538,2016-10-17 00:21:13,12.82
847,757,2016-08-05 10:47:02,14.97
848,448,2016-07-29 13:14:33,16.04
849,798,2016-06-05 21:18:55,10.70
850,177,2017-03-22 21:55:10,19.25
851,119,2016-08-05 02:49:02,6.42
852,359,2016-06-18 21:51:47,9.62
853,450,2017-01-10 20:15:37,5.34
854,439,2016-10-08 22:04:42,16.05
855,282,2016-08-19 20:37:44,21.39
856,652,2016-12-26 04:27:48,16.03
857,425,2017-01-06 06:39:59,9.11
858,326,2017-02-18 17:27:46,3.20
859,415,2017-03-26 17:58:20,9.61
860,254,2017-01-07 04:54:48,1.06
861,670,2016-06-28 20:48:46,9.63
862,752,2016-07-23 20:06:33,6.42
863,584,2016-06-13 19:47:33,18.18
864,580,2016-08-30 17:36:49,5.34
865,899,2016-12-07 01:16:40,17.64
866,174,2016-11-12 04:49:28,2.67
867,409,2016-06-13 09:01:07,4.28
868,493,2016-07-16 23:30:36,4.28
869,819,2017-03-06 14:44:40,19.25
870,497,2016-09-02 09:31:53,6.42
871,706,2017-02-25 23:21:29,18.18
872,624,2016-11-10 12:45:21,13.91
873,348,2016-10-17 12:24:48,18.18
874,378,2016-11-18 03:34:15,14.15
875,638,2016-12-19 02:41:53,18.71
876,354,2017-01-08 06:40:06,10.70
877,64,2016-06-12 15:31:16,2.14
878,309,2016-11-01 19:13:22,9.61
879,214,2016-07-19 11:30:13,13.91
880,683,2016-09-15 13:13:34,12.82
881,650,2017-02-02 08:34:18,1.08
882,386,2016-09-25 14:05:55,12.84
883,444,2016-10-30 02:50:26,17.10
884,637,2016-08-29 16:56:30,14.97
885,254,2017-02-17 19:45:43,21.39
886,586,2017-02-26 15:46:37,18.20
887,156,2016-10-07 01:46:34,17.10
888,22,2017-01-20 00:58:30,3.20
889,258,2016-10-02 19:54:43,1.06
890,337,2017-03-24 18:31:12,9.61
891,705,2016-10-08 10:37:58,13.91
892,769,2016-06-02 07:22:39,12.82
893,804,2016-12-16 02:31:48,5.88
894,310,2017-02-06 07:41:34,11.76
895,402,2017-01-02 00:39:37,18.20
896,93,2016-07-01 22:41:11,6.41
897,613,2016-08-05 18:48:11,10.70
898,287,2016-12-31 10:01:05,6.94
899,1002,2017-01-12 04:07:35,19.25
900,26,2016-06-24 00:08:29,13.89
901,852,2016-08-24 04:32:06,14.95
902,777,2016-07-27 04:57:04,6.42
903,556,2016-08-09 19:08:16,24.62
904,704,2016-06-29 18:17:23,18.18
905,36,2016-12-12 20:22:19,8.55
906,127,2016-08-16 10:35:39,19.25
907,289,2016-08-06 00:46:47,11.75
908,116,2016-06-08 01:01:34,4.28
909,364,2016-08-10 23:44:08,2.14
910,907,2017-01-10 15:14:01,12.84
911,351,2017-02-23 20:48:27,3.21
912,665,2017-03-07 11:07:20,16.04
913,690,2016-06-03 07:07:20,7.48
914,782,2016-10-21 07:18:58,12.84
915,435,2017-03-25 07:24:26,2.14
916,193,2016-09-04 04:28:52,6.42
917,79,2017-01-26 15:24:01,9.62
918,63,2016-11-07 23:33:32,13.89
919,421,2016-07-17 08:36:34,13.89
920,385,2017-04-01 07:35:44,20.33
921,53,2016-07-24 03:30:35,19.24
922,230,2017-03-22 01:32:43,7.48
923,769,2016-06-29 18:20:20,6.42
924,147,2017-01-17 02:33:49,7.48
925,839,2017-03-01 20:47:25,9.63
926,605,2016-09-13 13:29:35,13.90
927,141,2016-08-19 03:43:04,11.76
928,855,2016-12-05 16:32:28,17.63
929,828,2017-01-03 02:28:13,13.90
930,386,2017-03-14 13:05:47,13.90
931,988,2017-02-19 23:18:54,8.56
932,853,2016-06-17 20:51:08,3.21
933,218,2016-09-13 13:45:12,11.77
934,78,2016-08-24 07:53:51,17.11
935,509,2017-03-24 20:51:17,8.56
936,918,2016-08-29 06:26:36,5.34
937,834,2016-10-26 04:21:15,17.11
938,95,2016-12-03 01:41:41,17.36
939,95,2016-11-09 03:39:53,4.00
940,697,2016-10-09 22:37:42,13.90
941,50,2017-02-13 18:31:53,2.14
942,304,2017-02-13 16:25:09,8.56
943,52,2016-06-29 19:44:04,11.76
944,798,2016-09-04 19:03:46,11.76
945,663,2016-09-11 05:10:56,21.39
946,997,2016-10-04 08:14:20,13.90
947,675,2016-12-05 18:37:35,18.71
948,398,2016-09-05 11:46:09,5.35
949,106,2016-09-21 00:34:59,2.14
950,391,2016-07-05 18:06:26,2.14
951,59,2016-10-12 07:09:25,6.42
952,427,2017-01-11 14:11:12,4.28
953,945,2017-03-15 12:53:07,19.26
954,152,2016-07-07 14:27:32,20.33
955,356,2016-12-04 07:32:22,13.36
956,291,2017-01-15 16:56:52,2.14
957,7,2016-10-03 09:28:01,12.84
958,832,2017-03-27 02:37:43,11.77
959,486,2016-12-15 18:58:13,1.06
960,8,2016-11-23 01:00:49,13.35
961,998,2016-12-14 22:13:49,16.56
962,593,2016-11-11 16:04:37,6.15
963,715,2016-06-23 21:53:22,9.62
964,896,2016-12-28 20:09:27,2.14
965,354,2016-11-20 23:23:49,13.37
966,378,2017-03-18 05:20:22,14.97
967,436,2016-06-02 07:42:35,16.04
968,375,2016-06-30 16:51:57,2.14
969,702,2017-01-08 03:17:26,10.70
970,67,2016-08-27 18:49:15,9.62
971,805,2016-06-12 16:54:58,19.24
972,826,2017-03-10 22:45:26,2.14
973,31,2016-06-14 17:09:02,13.89
974,445,2016-10-12 14:09:01,2.14
975,421,2016-12-17 06:15:23,22.47
976,96,2016-12-30 11:34:39,11.21
977,811,2016-09-12 04:05:16,9.62
978,25,2017-01-12 14:07:25,8.56
979,208,2016-06-18 07:04:37,13.89
980,536,2016-06-07 18:00:36,18.17
981,758,2016-07-01 18:59:55,22.47
982,502,2017-02-02 23:39:27,14.96
983,971,2016-11-07 08:19:02,3.20
984,195,2016-09-20 15:56:36,11.76
985,952,2016-10-31 06:01:03,10.70
986,429,2016-10-03 07:30:34,19.24
987,111,2016-06-03 08:39:17,5.34
988,121,2016-11-18 03:37:21,3.21
989,406,2017-02-04 19:43:22,10.71
990,172,2017-01-03 15:46:42,13.90
991,181,2016-07-26 14:59:51,10.70
992,964,2016-07-12 09:10:05,3.21
993,509,2017-01-28 07:16:54,5.34
994,808,2016-10-03 01:54:53,13.89
995,972,2016-12-20 04:09:32,20.86
996,276,2016-09-04 14:09:21,10.69
997,184,2016-11-06 17:03:45,2.14
998,869,2017-01-28 10:09:41,2.14
999,385,2016-07-15 12:09:20,18.18
1000,606,2016-06-12 11:36:50,10.70
1001,854,2016-10-04 14:52:17,19.26
1002,265,2017-01-02 23:42:16,6.97
1003,21,2017-01-06 03:28:46,10.67
1004,316,2016-10-18 08:24:26,10.69
1005,287,2017-03-16 08:25:02,8.55
1006,20,2016-10-02 02:00:39,3.20
1007,926,2017-03-03 05:39:37,3.19
1008,951,2016-11-08 04:25:07,21.93
1009,958,2016-09-17 12:15:39,4.28
1010,683,2016-11-17 22:32:53,9.08
1011,513,2016-10-03 06:33:46,12.82
1012,294,2016-08-20 07:16:23,10.69
1013,919,2017-01-22 19:21:29,8.56
1014,159,2017-02-12 02:50:37,16.06
1015,131,2017-02-11 18:50:30,20.33
1016,55,2016-09-15 22:02:14,13.89
1017,837,2016-07-30 21:06:28,14.97
1018,704,2016-12-21 01:39:29,12.55
1019,401,2016-09-30 02:29:30,20.32
1020,419,2016-08-08 14:07:03,18.17
1021,881,2016-12-02 00:19:46,4.28
1022,435,2017-02-06 19:37:04,14.45
1023,470,2017-02-14 07:47:12,12.84
1024,328,2016-12-16 10:28:01,12.27
1025,233,2016-08-21 09:04:40,17.09
1026,137,2016-06-12 17:47:29,2.14
1027,146,2016-10-06 04:08:35,7.48
1028,245,2016-06-01 03:16:09,18.18
1029,922,2017-03-19 22:29:10,17.10
1030,245,2017-03-29 04:32:53,20.33
1031,619,2016-07-06 11:38:56,9.62
1032,203,2017-03-23 08:31:16,5.34
1033,395,2016-11-01 07:07:32,9.63
1034,31,2016-06-30 10:53:57,12.82
1035,746,2016-07-28 01:33:39,11.76
1036,560,2017-01-28 21:29:12,14.43
1037,783,2017-02-17 12:48:28,19.25
1038,331,2016-07-01 01:19:13,17.12
1039,929,2017-01-09 23:37:32,16.05
1040,424,2016-10-06 19:57:07,7.48
1041,408,2017-03-10 04:27:57,3.20
1042,775,2016-11-28 10:10:46,10.94
1043,881,2016-12-09 16:57:49,14.42
1044,119,2017-02-16 12:30:10,2.14
1045,735,2016-08-18 01:36:06,2.14
1046,183,2016-07-30 21:24:00,20.32
1047,61,2016-09-15 16:11:06,14.95
1048,531,2017-01-25 18:45:07,7.49
1049,674,2016-12-25 02:56:52,10.69
1050,623,2017-01-04 02:07:01,7.48
1051,36,2016-10-24 15:20:24,19.24
1052,776,2016-06-24 14:17:05,2.14
1053,753,2016-11-08 10:12:05,11.23
1054,228,2017-03-25 11:32:20,18.19
1055,343,2016-11-21 08:12:12,2.14
1056,406,2017-02-16 19:25:29,17.10
1057,565,2016-10-16 12:23:32,6.42
1058,365,2016-08-16 13:01:11,10.67
1059,26,2017-02-22 16:36:19,5.35
1060,207,2016-06-14 07:04:32,8.56
1061,138,2016-10-07 00:16:28,8.56
1062,10,2017-03-14 14:25:04,10.70
1063,532,2017-03-07 01:05:17,1.06
1064,669,2017-01-14 20:13:43,12.82
1065,901,2017-01-28 23:09:02,10.69
1066,842,2016-08-05 06:02:10,19.24
1067,662,2017-03-13 07:43:33,17.11
1068,227,2017-03-25 01:51:16,13.37
1069,321,2016-09-03 06:53:16,4.28
1070,477,2017-03-05 08:07:12,12.31
1071,528,2016-12-05 05:31:52,13.90
1072,671,2016-08-20 22:10:03,5.34
1073,318,2016-10-12 05:47:14,11.75
1074,333,2016-07-27 06:15:03,22.47
1075,823,2016-11-21 05:43:32,9.09
1076,131,2016-07-21 22:24:49,3.21
1077,77,2016-12-17 18:04:07,13.89
1078,296,2016-12-24 08:21:20,12.29
1079,769,2016-10-25 09:08:33,2.14
1080,737,2017-01-01 18:09:23,5.34
1081,274,2017-03-01 13:18:26,9.62
1082,304,2016-10-23 22:49:12,6.41
1083,404,2016-08-31 05:40:12,12.84
1084,791,2016-06-16 06:32:24,11.76
1085,351,2017-03-13 17:14:14,17.10
1086,876,2016-10-07 13:42:04,12.84
1087,619,2016-07-26 19:17:58,19.25
1088,691,2016-08-30 19:53:53,10.69
1089,14,2016-07-10 14:50:44,4.28
1090,543,2016-10-29 07:19:55,12.84
1091,772,2016-08-12 21:07:47,3.19
1092,805,2017-03-27 04:52:51,9.61
1093,462,2017-03-22 06:59:46,9.62
1094,302,2017-02-11 08:02:58,5.35
1095,40,2016-07-15 19:56:44,7.48
1096,624,2017-01-30 21:50:55,12.82
1097,149,2016-06-23 00:23:12,13.90
1098,573,2016-09-14 12:08:07,10.70
1099,587,2016-12-12 15:22:26,13.90
1100,302,2016-09-20 16:18:22,10.70
1101,428,2016-09-28 23:25:58,16.04
1102,924,2016-09-09 05:49:37,7.49
1103,503,2016-11-16 15:34:17,12.02
1104,378,2016-08-06 20:21:29,5.35
1105,585,2016-12-24 11:00:58,14.44
1106,452,2016-12-21 20:48:32,16.58
1107,786,2016-09-01 16:44:22,9.62
1108,644,2016-12-17 13:54:08,14.67
1109,851,2016-09-26 16:36:21,12.82
1110,973,2016-09-27 15:41:40,20.32
1111,316,2016-08-23 07:31:41,9.63
1112,622,2016-09-23 13:01:04,9.63
1113,965,2017-01-22 00:45:45,12.82
1114,983,2016-11-06 21:16:24,13.90
1115,898,2017-01-05 15:19:05,14.96
1116,244,2017-01-25 05:13:18,10.71
1117,669,2016-12-30 07:58:28,10.16
1118,109,2016-06-11 06:04:43,6.42
1119,126,2016-06-24 21:54:50,5.33
1120,422,2017-03-30 16:41:52,17.10
1121,418,2016-09-27 15:26:57,6.42
1122,446,2016-09-27 09:47:34,12.84
1123,828,2016-07-08 03:06:08,18.19
1124,400,2016-07-14 06:15:02,17.10
1125,252,2017-02-26 22:09:22,1.08
1126,945,2016-10-13 07:31:26,10.69
1127,87,2016-09-28 14:04:02,19.24
1128,958,2017-01-04 16:06:23,3.21
1129,694,2017-01-25 12:34:10,18.20
1130,577,2016-09-01 22:34:04,16.04
1131,700,2016-06-15 14:13:31,4.28
1132,876,2016-07-14 19:44:03,16.04
1133,129,2016-08-01 13:19:58,2.14
1134,643,2016-09-30 02:27:50,7.48
1135,326,2016-12-16 15:58:51,5.88
1136,274,2016-06-19 11:57:57,18.18
1137,82,2017-03-05 04:36:00,7.47
1138,689,2016-07-23 16:34:07,3.21
1139,590,2016-11-26 21:35:14,3.19
1140,702,2016-10-12 09:11:02,7.48
1141,307,2016-10-08 19:04:50,12.82
1142,402,2016-09-05 20:28:20,21.40
1143,511,2016-07-25 21:27:50,11.77
1144,166,2016-06-03 21:25:37,12.82
1145,166,2016-07-22 09:04:02,11.75
1146,891,2017-01-15 00:47:11,18.18
1147,389,2016-12-04 07:46:17,8.56
1148,915,2017-03-10 05:17:44,12.82
1149,889,2016-07-12 06:47:45,4.28
1150,316,2016-10-02 19:30:49,14.97
1151,299,2016-11-11 18:14:50,17.11
1152,196,2016-11-01 01:27:55,13.89
1153,687,2016-08-26 10:10:28,2.14
1154,867,2016-07-17 06:08:26,10.70
1155,987,2016-06-19 04:53:43,12.84
1156,37,2017-02-08 09:21:50,1.06
1157,944,2017-03-19 09:08:37,2.14
1158,407,2017-03-24 05:20:27,14.45
1159,851,2016-07-05 17:34:48,6.42
1160,975,2016-09-13 23:00:33,11.76
1161,548,2017-02-15 15:19:31,5.34
1162,487,2016-08-28 15:38:45,18.18
1163,412,2016-11-11 04:24:25,15.21
1164,363,2017-03-07 04:58:49,10.70
1165,830,2016-09-25 02:04:37,6.41
1166,511,2016-08-20 09:54:37,19.26
1167,224,2016-12-30 15:06:16,2.14
1168,30,2017-01-12 19:20:42,14.43
1169,316,2017-03-03 20:48:21,8.56
1170,98,2017-01-20 23:59:33,18.19
1171,201,2016-07-01 13:23:47,19.25
1172,708,2016-11-02 23:29:27,5.35
1173,53,2017-01-27 22:26:23,5.34
1174,156,2016-07-07 22:23:56,11.76
1175,247,2016-12-25 12:43:23,0.80
1176,757,2016-09-02 18:22:37,21.39
1177,628,2016-07-09 23:18:00,9.62
1178,369,2016-07-12 04:18:31,14.97
1179,105,2017-03-20 03:19:42,4.28
1180,617,2016-10-15 05:07:07,17.11
1181,289,2016-12-11 02:37:14,6.42
1182,953,2016-09-26 12:26:53,5.34
1183,895,2016-10-16 21:19:47,22.47
1184,12,2016-08-11 16:28:19,22.48
1185,765,2016-11-03 02:20:23,20.32
1186,94,2016-06-19 14:49:54,2.14
1187,226,2016-12-08 07:53:32,6.42
1188,128,2016-08-20 06:43:20,21.39
1189,995,2017-01-25 18:20:53,11.76
1190,513,2016-11-04 03:14:01,11.77
1191,894,2016-09-21 05:15:31,13.88
1192,759,2017-02-18 09:08:00,18.19
1193,510,2017-03-05 10:49:20,12.84
1194,757,2016-07-02 16:08:46,13.89
1195,564,2016-08-09 23:47:43,10.69
1196,159,2016-10-24 03:28:58,4.28
1197,219,2016-10-25 04:02:26,1.06
1198,188,2017-02-08 06:43:37,12.85
1199,860,2016-11-03 07:44:35,5.34
1200,951,2016-06-16 18:10:24,7.49
1201,921,2017-03-12 04:03:59,17.10
1202,850,2016-09-25 07:50:22,20.32
1203,438,2017-01-02 05:56:16,16.03
1204,568,2016-11-01 09:26:22,4.28
1205,702,2016-09-28 09:49:18,10.69
1206,927,2017-03-13 02:38:33,21.39
1207,566,2016-11-19 02:41:34,5.34
1208,825,2016-12-01 15:37:02,14.42
1209,57,2016-09-10 04:58:22,14.95
1210,1000,2017-02-09 13:17:00,21.39
1211,200,2017-02-27 15:41:54,17.11
1212,168,2016-08-31 00:10:16,7.48
1213,108,2017-03-11 06:53:03,10.69
1214,420,2017-03-31 02:45:30,11.76
1215,628,2016-07-17 16:07:29,8.55
1216,467,2017-02-10 10:48:05,10.69
1217,539,2016-10-17 11:58:30,7.48
1218,353,2016-06-27 02:46:39,14.96
1219,702,2017-03-13 03:20:31,13.91
1220,826,2016-07-12 06:58:09,9.62
1221,585,2016-06-30 04:45:33,6.42
1222,474,2016-08-23 11:01:01,6.42
1223,39,2017-02-16 00:02:10,4.26
1224,370,2016-09-16 14:11:18,21.39
1225,11,2016-11-21 11:06:45,15.50
1226,227,2016-08-07 13:46:59,21.39
1227,319,2016-10-13 16:59:45,10.70
1228,626,2017-03-08 17:19:41,11.76
1229,720,2016-09-26 15:59:23,3.20
1230,873,2016-07-05 10:22:58,6.41
1231,613,2016-09-29 21:13:00,6.42
1232,87,2017-03-25 18:51:47,18.19
1233,250,2016-10-23 23:16:11,20.33
1234,965,2016-11-06 03:10:01,18.17
1235,756,2016-06-21 13:32:40,4.28
1236,657,2017-04-01 13:01:25,5.35
1237,782,2016-07-08 10:05:46,21.39
1238,971,2017-01-28 16:49:29,18.17
1239,412,2017-02-26 18:27:14,4.28
1240,447,2017-03-28 11:01:35,2.14
1241,243,2016-07-05 22:31:32,9.62
1242,153,2017-02-16 15:59:05,2.14
1243,213,2016-12-21 06:31:14,14.97
1244,718,2017-02-05 01:34:01,7.49
1245,927,2017-01-15 02:06:49,4.28
1246,323,2016-10-22 00:50:58,13.90
1247,834,2016-09-21 10:28:51,22.47
1248,516,2016-10-29 16:35:45,13.90
1249,689,2016-10-03 11:09:58,7.48
1250,670,2016-06-30 02:49:17,8.55
1251,855,2017-01-02 06:45:55,22.47
1252,12,2016-10-28 14:36:18,11.77
1253,6,2016-10-30 22:41:10,19.25
1254,392,2016-09-21 13:02:25,5.34
1255,313,2017-03-26 16:54:35,11.75
1256,521,2017-04-01 15:08:23,11.76
1257,85,2016-10-07 11:00:45,18.18
1258,618,2017-02-14 09:54:12,9.63
1259,158,2016-10-26 18:01:44,18.18
1260,759,2016-10-02 01:06:04,19.24
1261,713,2016-08-10 19:31:26,14.97
1262,580,2016-10-19 18:44:11,16.04
1263,334,2016-09-06 17:39:59,6.41
1264,114,2017-03-02 15:57:35,13.89
1265,744,2016-08-08 08:35:08,2.14
1266,479,2016-09-13 12:50:46,2.13
1267,34,2017-01-26 10:12:39,13.37
1268,60,2016-11-23 18:56:28,6.69
1269,562,2016-07-25 20:56:26,10.69
1270,17,2016-12-06 18:50:22,6.42
1271,106,2016-08-24 04:46:29,12.84
1272,205,2016-07-15 14:16:25,4.28
1273,279,2016-10-20 20:47:47,18.18
1274,659,2017-02-08 09:45:29,3.21
1275,475,2017-03-15 20:18:00,14.99
1276,72,2016-08-27 14:01:55,12.84
1277,865,2016-07-03 07:52:33,14.97
1278,81,2017-01-08 15:41:31,22.47
1279,142,2016-07-16 22:06:39,11.77
1280,406,2016-06-12 21:39:46,1.06
1281,447,2016-08-22 22:20:18,4.28
1282,938,2016-11-04 09:19:08,21.39
1283,652,2016-06-20 20:55:34,9.62
1284,727,2017-02-07 23:58:27,2.14
1285,50,2016-07-29 09:13:00,6.42
1286,802,2016-11-16 03:08:13,15.77
1287,327,2016-09-14 01:29:40,11.77
1288,132,2016-10-31 19:11:37,14.96
1289,191,2016-07-27 03:40:15,2.14
1290,384,2017-03-14 19:06:43,6.42
1291,837,2016-11-15 21:50:09,15.77
1292,620,2016-09-04 10:17:12,12.84
1293,625,2017-01-17 00:43:11,20.32
1294,806,2016-12-16 01:59:51,8.56
1295,433,2016-06-26 01:47:22,20.32
1296,755,2017-03-25 18:59:24,2.14
1297,268,2016-10-12 18:07:17,10.70
1298,104,2016-09-08 04:58:12,17.11
1299,523,2016-06-28 17:24:17,8.56
1300,568,2016-09-05 04:29:09,4.28
1301,374,2016-11-21 08:33:33,12.03
1302,328,2016-07-16 04:16:04,18.18
1303,724,2016-10-19 09:33:39,16.04
1304,781,2017-02-25 03:03:24,3.74
1305,596,2016-07-03 07:03:16,12.84
1306,731,2016-10-06 18:21:54,13.90
1307,20,2017-02-24 22:13:00,11.77
1308,312,2016-09-28 04:03:43,7.49
1309,141,2016-07-02 08:25:34,9.62
1310,866,2017-03-07 17:40:37,13.90
1311,793,2016-09-14 18:04:44,14.97
1312,437,2016-06-23 13:22:54,18.17
1313,901,2017-01-23 01:19:58,21.40
1314,405,2017-02-20 02:56:49,8.57
