invoice_item_id,inventory_id,discount_id,invoice_id,rental_price,return_date
5489,2956,NULL,1020,2.99,NULL
5490,9003,NULL,1020,1.99,NULL
5491,5247,NULL,1021,1.99,2016-08-25 07:05:19
5492,8349,NULL,1021,1.99,NULL
5493,4091,NULL,1021,1.99,NULL
5494,5314,NULL,1021,1.99,NULL
5495,3782,NULL,1021,1.99,2017-03-09 16:13:41
5496,6342,NULL,1022,0.99,2017-02-07 04:53:57
5497,2757,NULL,1022,1.99,2017-01-24 05:47:12
5498,6101,NULL,1022,1.99,NULL
5499,6647,NULL,1022,1.99,2017-03-16 03:43:32
5500,2792,NULL,1022,1.99,NULL
5501,345,NULL,1023,1.99,2017-03-22 09:10:48
5502,590,NULL,1023,1.99,2017-02-19 09:45:25
5503,7647,NULL,1023,1.99,2017-03-10 02:52:30
5504,1560,NULL,1023,1.99,2017-03-03 12:17:26
5505,3756,NULL,1023,1.99,2017-02-13 10:17:13
5506,3996,NULL,1024,1.99,2017-02-28 00:17:47
5507,4036,NULL,1024,0.99,2016-08-16 18:33:45
5508,4061,NULL,1024,1.99,2017-02-24 03:43:03
5509,9791,NULL,1025,1.99,2016-09-13 00:18:59
5510,4580,NULL,1026,1.99,NULL
5511,597,NULL,1027,1.99,NULL
5512,2545,NULL,1027,1.99,2016-12-21 00:29:47
5513,6914,NULL,1027,1.99,2016-10-28 03:09:33
5514,1291,NULL,1027,0.99,2016-08-29 04:54:16
5515,6795,NULL,1028,1.99,2017-04-01 00:17:58
5516,436,NULL,1028,2.99,2017-03-31 12:12:46
5517,8651,NULL,1028,1.99,2017-03-31 23:28:11
5518,3189,NULL,1028,0.99,NULL
5519,7861,NULL,1028,1.99,2017-03-31 12:00:04
5520,1801,NULL,1028,1.99,2017-04-01 08:53:09
5521,6034,NULL,1028,0.99,2017-03-30 20:19:22
5522,5956,NULL,1028,1.99,2017-04-01 19:03:27
5523,2078,NULL,1028,1.99,2017-04-01 03:04:17
5524,2242,NULL,1028,0.99,2017-04-01 22:07:36
5525,4668,NULL,1029,1.99,2017-01-10 20:43:16
5526,36,NULL,1029,2.99,NULL
5527,8110,NULL,1029,0.99,2016-11-25 14:48:29
5528,2586,2,1030,0.74,2017-02-14 10:34:43
5529,2573,NULL,1030,1.99,2017-01-20 05:03:27
5530,6794,NULL,1030,1.99,2017-02-23 05:00:51
5531,6626,NULL,1031,0.99,2017-03-31 19:04:17
5532,8567,NULL,1032,1.99,NULL
5533,5486,NULL,1032,1.99,2017-03-01 07:52:43
5534,1881,NULL,1032,1.99,2017-02-09 14:14:01
5535,7000,NULL,1032,1.99,NULL
5536,1010,NULL,1032,1.99,2017-03-11 20:52:37
5537,6832,NULL,1032,1.99,2017-02-03 12:52:07
5538,8582,NULL,1032,0.99,2017-02-25 16:56:00
5539,4282,NULL,1033,0.99,NULL
5540,2744,NULL,1033,1.99,2017-04-01 17:09:53
5541,346,NULL,1033,1.99,2017-04-01 08:48:36
5542,7280,NULL,1033,0.99,2017-04-01 04:59:30
5543,2796,NULL,1034,1.99,NULL
5544,5817,NULL,1034,1.99,2017-03-30 09:45:02
5545,95,NULL,1034,1.99,NULL
5546,5209,NULL,1034,1.99,NULL
5547,603,NULL,1034,0.99,2016-09-24 18:42:45
5548,8291,NULL,1034,1.99,2016-08-27 21:50:10
5549,165,NULL,1035,1.99,NULL
5550,9154,NULL,1035,1.99,2017-03-14 19:01:10
5551,1063,NULL,1035,1.99,2016-12-06 00:19:35
5552,8490,NULL,1035,0.99,2016-08-17 23:07:19
5553,1791,NULL,1036,1.99,2016-09-13 13:17:10
5554,8903,NULL,1036,1.99,2016-11-18 10:44:26
5555,1512,NULL,1036,0.99,2017-01-07 06:08:00
5556,8555,NULL,1036,0.99,2016-10-30 11:48:06
5557,7996,NULL,1036,1.99,2017-02-08 16:43:37
5558,1160,NULL,1036,1.99,2016-11-02 14:16:05
5559,6237,NULL,1036,1.99,2016-10-16 04:06:08
5560,7085,NULL,1036,1.99,2016-10-09 03:06:11
5561,8651,NULL,1036,1.99,2017-02-26 22:07:55
5562,6576,4,1037,1.50,2017-03-07 11:22:49
5563,4934,NULL,1037,0.99,2017-03-25 13:06:54
5564,6125,NULL,1037,1.99,NULL
5565,6501,NULL,1037,1.99,2017-03-25 22:07:43
5566,7225,NULL,1037,1.99,2017-02-12 18:08:08
5567,9023,NULL,1037,0.99,2017-01-25 19:03:00
5568,3533,NULL,1037,1.99,2017-02-14 19:37:18
5569,7959,NULL,1037,0.99,2017-02-18 12:19:31
5570,5068,NULL,1037,2.99,2017-02-09 02:07:32
5571,8480,NULL,1038,0.99,NULL
5572,6384,NULL,1038,1.99,2016-12-22 04:04:16
5573,9940,NULL,1038,0.99,2017-03-16 23:19:44
5574,4679,NULL,1039,1.99,2017-03-27 17:01:37
5575,9242,NULL,1039,1.99,2017-03-31 01:05:16
5576,2034,NULL,1039,0.99,2017-03-29 19:39:14
5577,9564,NULL,1039,0.99,2017-03-28 00:02:26
5578,5975,NULL,1039,2.99,2017-03-29 13:38:44
5579,9664,NULL,1039,1.99,2017-03-29 21:20:08
5580,9136,NULL,1039,1.99,2017-03-30 22:21:20
5581,1090,NULL,1039,0.99,2017-03-31 11:40:09
5582,1203,NULL,1039,1.99,2017-03-30 14:29:11
5583,1756,NULL,1039,2.99,2017-04-01 04:15:37
5584,5567,NULL,1040,1.99,2017-02-02 22:43:14
5585,8606,NULL,1041,1.99,2017-03-26 10:27:56
5586,1837,NULL,1041,1.99,NULL
5587,9374,NULL,1041,0.99,2017-03-19 11:22:12
5588,9703,NULL,1041,1.99,2017-03-12 19:48:28
5589,1820,4,1041,1.00,NULL
5590,5808,NULL,1041,1.99,NULL
5591,8753,NULL,1041,0.99,NULL
5592,6768,NULL,1041,1.99,NULL
5593,9813,NULL,1041,0.99,2017-03-21 12:00:44
5594,1340,NULL,1042,0.99,2017-01-07 13:43:27
5595,6504,NULL,1042,1.99,2017-01-04 16:28:11
5596,3414,NULL,1043,1.99,2016-11-24 08:30:31
5597,4945,NULL,1043,0.99,2016-10-25 04:29:55
5598,10180,NULL,1043,1.99,2017-01-30 23:09:16
5599,2228,NULL,1043,1.99,2017-03-04 08:16:45
5600,8275,NULL,1044,0.99,NULL
5601,8162,NULL,1044,0.99,2016-10-01 18:06:25
5602,3056,NULL,1044,1.99,2017-03-19 19:22:24
5603,2601,NULL,1044,1.99,2016-11-29 10:25:52
5604,2647,NULL,1044,1.99,2016-08-29 18:07:58
5605,3794,NULL,1044,0.99,2016-09-10 02:38:23
5606,726,NULL,1045,1.99,2017-03-12 06:52:22
5607,8213,NULL,1045,1.99,2017-02-26 11:16:40
5608,10299,2,1045,1.49,2017-02-10 23:00:34
5609,1925,NULL,1045,2.99,NULL
5610,2638,2,1045,1.49,2017-02-04 22:33:53
5611,4379,NULL,1045,1.99,2017-02-28 17:09:30
5612,9831,NULL,1045,1.99,2017-03-17 18:31:54
5613,6412,2,1046,1.49,2016-12-28 23:57:38
5614,3763,NULL,1046,1.99,2016-11-22 04:02:14
5615,4223,2,1046,1.49,2017-02-10 02:26:59
5616,8424,NULL,1046,1.99,2017-02-09 12:05:06
5617,1012,2,1046,1.49,2017-03-24 15:03:18
5618,7549,2,1046,1.49,2017-01-12 07:40:18
5619,932,NULL,1046,1.99,2017-03-30 06:27:55
5620,3643,NULL,1047,1.99,2016-09-03 10:36:19
5621,3626,NULL,1047,0.99,NULL
5622,5029,NULL,1047,1.99,NULL
5623,9002,NULL,1047,1.99,2017-02-15 07:19:36
5624,2559,NULL,1047,1.99,2016-10-30 11:21:58
5625,7849,NULL,1047,1.99,NULL
5626,10002,NULL,1047,1.99,2016-09-28 15:17:03
5627,7194,NULL,1047,1.99,NULL
5628,7868,NULL,1047,1.99,2017-03-08 11:24:52
5629,271,NULL,1047,0.99,2016-10-23 17:48:46
5630,9493,NULL,1048,0.99,2017-02-12 00:39:45
5631,3829,NULL,1048,1.99,2017-03-25 21:42:57
5632,2482,NULL,1048,1.99,2016-12-10 00:31:38
5633,661,NULL,1048,0.99,2016-12-07 09:59:53
5634,5371,NULL,1048,1.99,2017-01-31 02:47:45
5635,7615,NULL,1048,0.99,2017-01-09 13:28:48
5636,8531,NULL,1048,1.99,2016-12-22 01:30:09
5637,2913,NULL,1049,1.99,2017-03-20 16:42:20
5638,1691,NULL,1049,1.99,2016-12-31 11:01:27
5639,2380,NULL,1049,2.99,2017-03-10 00:46:12
5640,5851,NULL,1050,0.99,2016-12-18 13:49:25
5641,8384,NULL,1050,0.99,2017-03-27 10:37:45
5642,3759,NULL,1050,1.99,2017-03-25 17:04:13
5643,10058,NULL,1051,1.99,2017-01-26 17:55:14
5644,632,NULL,1051,0.99,2016-11-11 07:01:10
5645,8129,NULL,1051,2.99,NULL
5646,8770,NULL,1051,0.99,2016-08-21 08:29:14
5647,724,NULL,1051,1.99,2016-09-24 06:20:17
5648,7706,NULL,1051,1.99,2016-10-27 10:50:03
5649,5157,NULL,1051,0.99,2016-10-25 11:29:23
5650,6292,NULL,1051,0.99,2016-11-03 08:33:32
5651,4119,NULL,1051,1.99,2016-09-05 11:59:59
5652,5271,NULL,1051,0.99,NULL
5653,8936,NULL,1052,1.99,2017-03-23 17:33:13
5654,5470,NULL,1052,1.99,2017-03-21 13:40:56
5655,3864,NULL,1052,1.99,2017-03-26 22:33:45
5656,1308,NULL,1052,0.99,NULL
5657,9896,NULL,1052,1.99,2017-03-31 03:00:56
5658,2729,NULL,1052,1.99,2017-03-23 01:28:37
5659,9541,NULL,1052,2.99,2017-03-29 19:01:03
5660,8751,NULL,1053,0.99,NULL
5661,9354,NULL,1053,1.99,2017-02-11 00:21:33
5662,7741,NULL,1053,1.99,2017-03-07 02:07:53
5663,2681,NULL,1054,1.99,NULL
5664,5549,NULL,1054,1.99,NULL
5665,8281,NULL,1054,1.99,2016-11-06 17:43:23
5666,10371,NULL,1054,1.99,2017-02-11 05:26:10
5667,3812,NULL,1054,1.99,2017-02-04 05:58:11
5668,9461,NULL,1054,0.99,2016-12-31 11:48:22
5669,9327,NULL,1054,1.99,2017-03-12 04:38:26
5670,5226,NULL,1054,1.99,NULL
5671,9746,NULL,1054,0.99,2016-12-26 23:56:05
5672,4818,NULL,1054,2.99,NULL
5673,6929,NULL,1055,1.99,2017-02-12 09:45:23
5674,1418,NULL,1055,1.99,NULL
5675,6579,NULL,1055,2.99,2017-01-15 07:06:33
5676,1378,NULL,1055,2.99,2017-02-03 03:08:32
5677,850,NULL,1055,1.99,2017-01-12 23:48:18
5678,6211,NULL,1056,1.99,2017-03-22 11:28:16
5679,3928,NULL,1057,1.99,2016-09-26 11:41:08
5680,536,NULL,1057,1.99,2016-09-07 10:45:11
5681,8013,NULL,1058,1.99,NULL
5682,9509,NULL,1058,0.99,2016-10-05 06:48:10
5683,9426,NULL,1058,1.99,2016-09-08 05:29:46
5684,7750,NULL,1058,1.99,NULL
5685,5962,NULL,1058,1.99,2016-10-23 15:54:13
5686,3526,NULL,1058,1.99,2016-11-27 17:03:48
5687,5848,NULL,1059,0.99,2017-03-30 10:03:17
5688,2623,NULL,1059,2.99,NULL
5689,1752,NULL,1060,2.99,NULL
5690,9152,NULL,1060,1.99,NULL
5691,10320,NULL,1060,0.99,2017-03-27 23:44:19
5692,10132,4,1060,1.00,2017-02-10 09:08:47
5693,10252,NULL,1060,0.99,2017-02-11 07:06:20
5694,5991,4,1060,1.00,2017-03-02 00:17:29
5695,7191,NULL,1060,1.99,NULL
5696,3102,NULL,1061,1.99,2017-02-18 06:33:57
5697,8213,NULL,1061,1.99,2017-03-01 03:15:21
5698,4647,NULL,1061,1.99,NULL
5699,3036,NULL,1061,1.99,NULL
5700,3794,NULL,1061,0.99,2017-01-31 17:23:38
5701,7140,NULL,1061,1.99,NULL
5702,2618,NULL,1061,2.99,2017-02-13 04:31:13
5703,2668,NULL,1061,1.99,2017-03-12 07:29:48
5704,9305,NULL,1062,1.99,2017-01-17 21:47:31
5705,2230,NULL,1062,1.99,2017-03-26 07:21:34
5706,8685,NULL,1062,1.99,NULL
5707,4624,NULL,1062,1.99,2017-01-17 20:21:40
5708,6590,NULL,1062,1.99,NULL
5709,6338,2,1062,0.74,2017-02-10 02:31:59
5710,7912,NULL,1062,1.99,2017-02-07 20:32:12
5711,8212,NULL,1062,1.99,2016-11-24 11:47:07
5712,9814,NULL,1063,0.99,2017-01-22 23:21:01
5713,5311,NULL,1063,1.99,2017-01-20 00:26:42
5714,9554,NULL,1064,1.99,2016-12-27 20:26:30
5715,8452,NULL,1064,2.99,2017-02-13 22:23:54
5716,9292,NULL,1064,1.99,2017-01-12 15:33:19
5717,173,NULL,1065,1.99,2016-08-17 12:02:29
5718,2809,NULL,1065,1.99,2016-09-04 19:37:59
5719,7440,NULL,1065,1.99,2017-02-13 06:33:59
5720,10245,NULL,1065,1.99,2016-11-05 08:15:25
5721,7786,NULL,1066,1.99,2017-01-30 20:35:47
5722,6601,NULL,1066,1.99,2017-02-16 09:28:17
5723,1925,NULL,1067,2.99,2016-11-13 01:20:58
5724,9429,NULL,1067,1.99,2017-01-23 06:29:17
5725,2832,NULL,1067,1.99,2017-03-15 22:58:59
5726,6561,NULL,1067,1.99,NULL
5727,1923,NULL,1068,2.99,2017-02-12 08:15:08
5728,513,NULL,1068,0.99,2016-11-07 04:47:00
5729,2085,NULL,1068,1.99,2016-12-28 21:36:56
5730,2735,NULL,1068,1.99,NULL
5731,2295,NULL,1068,1.99,2016-10-21 07:44:13
5732,6839,NULL,1068,1.99,2016-12-20 19:48:26
5733,2175,NULL,1068,1.99,2016-09-16 22:45:48
5734,3173,NULL,1068,0.99,2017-01-08 23:27:25
5735,484,NULL,1068,2.99,NULL
5736,261,2,1069,1.49,2017-02-11 10:39:34
5737,5030,NULL,1070,1.99,2016-09-12 22:30:22
5738,144,NULL,1070,0.99,NULL
5739,5642,NULL,1070,1.99,2017-03-15 15:07:45
5740,3062,NULL,1070,1.99,NULL
5741,2198,NULL,1070,1.99,2017-03-23 21:14:28
5742,4841,NULL,1071,1.99,2017-03-08 12:31:41
5743,2711,NULL,1071,2.99,2017-01-17 04:12:58
5744,7626,NULL,1071,0.99,2016-10-04 09:32:22
5745,6435,NULL,1071,2.99,2016-10-01 00:56:50
5746,6036,NULL,1071,0.99,2017-03-07 10:44:05
5747,3002,NULL,1071,2.99,2016-09-18 06:27:59
5748,7659,NULL,1071,1.99,2016-12-17 03:45:43
5749,4446,NULL,1071,1.99,NULL
5750,7041,NULL,1071,1.99,2017-03-06 15:34:24
5751,91,NULL,1071,1.99,2017-02-03 23:13:11
5752,6279,NULL,1072,0.99,2016-12-11 23:13:28
5753,7365,NULL,1072,1.99,2017-01-05 05:16:16
5754,2561,NULL,1072,1.99,2017-01-16 01:28:21
5755,2085,NULL,1073,1.99,2017-02-24 16:39:41
5756,5524,NULL,1073,1.99,NULL
5757,10282,NULL,1073,1.99,2017-02-20 07:21:39
5758,4793,NULL,1073,1.99,2017-02-20 06:09:55
5759,102,NULL,1073,1.99,2017-03-14 10:43:11
5760,4711,NULL,1073,0.99,2017-03-03 14:21:51
5761,6970,4,1073,1.00,2017-03-24 12:35:08
5762,4875,NULL,1073,1.99,2017-03-13 08:38:43
5763,5835,NULL,1074,0.99,2016-09-29 08:14:23
5764,10154,NULL,1074,1.99,2016-11-10 16:04:09
5765,7880,NULL,1074,1.99,2017-01-09 21:35:23
5766,5049,NULL,1074,1.99,2016-10-16 21:08:46
5767,10302,NULL,1074,1.99,2017-02-16 11:44:36
5768,8295,NULL,1074,1.99,2016-11-08 09:54:05
5769,7275,NULL,1074,0.99,2017-01-05 18:54:26
5770,10060,NULL,1074,1.99,2017-01-24 08:36:13
5771,290,NULL,1075,1.99,2017-02-16 00:38:40
5772,6735,NULL,1076,1.99,NULL
5773,5114,NULL,1076,1.99,2017-03-26 00:08:36
5774,4973,NULL,1076,1.99,2017-03-08 13:12:06
5775,5321,NULL,1076,0.99,2017-02-27 23:34:37
5776,9741,NULL,1076,0.99,2017-03-13 17:35:42
5777,960,5,1076,1.00,2017-03-30 04:57:23
5778,1398,NULL,1076,2.99,2017-03-10 04:39:51
5779,6376,4,1077,1.00,NULL
5780,5841,NULL,1077,0.99,2017-03-22 03:29:59
5781,4611,NULL,1077,2.99,NULL
5782,8357,NULL,1077,1.99,2017-04-01 06:20:25
5783,5733,NULL,1078,1.99,2017-02-15 11:47:05
5784,9134,NULL,1078,1.99,2017-03-30 19:07:57
5785,6289,NULL,1078,0.99,2017-01-18 05:53:09
5786,3956,NULL,1078,1.99,2017-01-23 04:30:38
5787,5754,NULL,1078,1.99,NULL
5788,4039,NULL,1078,0.99,2016-11-27 11:14:57
5789,4612,NULL,1078,2.99,2016-10-17 20:19:24
5790,7455,NULL,1079,0.99,NULL
5791,2252,NULL,1079,0.99,2016-11-29 08:05:26
5792,6869,NULL,1079,1.99,2016-11-22 10:11:44
5793,861,NULL,1079,1.99,2016-12-27 12:20:52
5794,5728,NULL,1080,1.99,2017-03-10 15:41:44
5795,9023,NULL,1080,0.99,NULL
5796,9469,NULL,1080,1.99,2016-11-02 22:02:35
5797,5393,NULL,1080,1.99,NULL
5798,7283,NULL,1080,0.99,2016-09-04 05:02:59
5799,2167,NULL,1080,1.99,NULL
5800,719,NULL,1080,1.99,NULL
5801,8718,NULL,1080,1.99,2017-03-05 19:44:35
5802,1039,NULL,1080,0.99,NULL
5803,9696,NULL,1080,1.99,2016-08-07 16:29:34
5804,8898,NULL,1081,1.99,2017-03-27 05:42:58
5805,9075,NULL,1081,0.99,2016-12-13 17:08:59
5806,3410,NULL,1081,1.99,2017-03-04 15:19:13
5807,3307,NULL,1081,1.99,2017-02-23 22:04:22
5808,6257,2,1081,2.24,NULL
5809,6073,NULL,1081,1.99,2017-03-23 03:52:45
5810,4651,NULL,1081,1.99,2017-03-18 03:19:05
5811,9567,NULL,1081,0.99,NULL
5812,6643,NULL,1081,1.99,2017-04-01 18:54:00
5813,9485,NULL,1081,0.99,2017-01-22 23:55:04
5814,4472,NULL,1082,1.99,2016-11-11 18:01:08
5815,9305,NULL,1082,1.99,NULL
5816,7250,NULL,1083,0.99,NULL
5817,8967,NULL,1083,1.99,NULL
5818,5723,NULL,1083,1.99,2017-01-04 17:05:19
5819,1983,2,1083,1.49,NULL
5820,2862,NULL,1083,0.99,2017-01-28 06:49:40
5821,4343,NULL,1083,2.99,2017-02-01 06:11:50
5822,3677,NULL,1084,1.99,NULL
5823,6152,NULL,1084,2.99,2017-02-11 23:46:41
5824,8581,NULL,1084,0.99,2017-02-25 06:13:17
5825,6863,NULL,1084,1.99,2016-12-03 07:09:50
5826,254,2,1084,1.49,2017-02-26 22:42:53
5827,1645,NULL,1084,1.99,NULL
5828,2103,NULL,1084,1.99,2017-01-02 21:13:35
5829,6845,NULL,1085,0.99,2016-11-10 10:11:55
5830,8382,NULL,1085,0.99,2016-12-08 21:34:07
5831,8852,NULL,1085,1.99,NULL
5832,7186,NULL,1085,1.99,NULL
5833,986,NULL,1085,1.99,2016-09-26 01:12:54
5834,9261,NULL,1085,1.99,2016-11-03 03:06:35
5835,3515,NULL,1085,1.99,2016-11-11 19:07:32
5836,6364,NULL,1086,1.99,2017-03-05 13:57:03
5837,6569,NULL,1086,1.99,2017-02-25 20:18:49
5838,2975,NULL,1086,1.99,NULL
5839,6590,NULL,1086,1.99,2017-03-05 10:14:21
5840,6005,4,1086,1.00,2017-03-28 04:32:54
5841,4418,NULL,1086,1.99,NULL
5842,5836,NULL,1086,0.99,2017-03-14 01:07:44
5843,5434,NULL,1086,0.99,2017-03-27 13:49:54
5844,3891,NULL,1087,1.99,NULL
5845,2286,NULL,1087,1.99,2017-02-23 12:11:04
5846,1227,NULL,1088,1.99,2017-01-19 22:50:00
5847,736,NULL,1088,1.99,2017-03-25 18:36:51
5848,3653,NULL,1089,0.99,NULL
5849,5563,NULL,1089,1.99,NULL
5850,7387,NULL,1089,1.99,2016-12-04 19:36:53
5851,8276,2,1089,1.49,2017-03-29 15:07:13
5852,3016,NULL,1089,0.99,2016-12-08 03:50:04
5853,43,2,1089,1.49,NULL
5854,3779,NULL,1090,2.99,2016-11-30 21:23:43
5855,8245,3,1090,1.49,2017-03-13 00:56:33
5856,9205,NULL,1090,1.99,2017-02-23 22:36:58
5857,7435,NULL,1091,1.99,2017-03-08 21:47:22
5858,5175,2,1091,2.24,NULL
5859,7658,NULL,1091,1.99,2017-03-25 10:25:45
5860,7961,NULL,1091,0.99,2017-03-04 18:55:48
5861,5517,NULL,1091,1.99,NULL
5862,8947,NULL,1091,2.99,2017-01-19 17:32:52
5863,6001,NULL,1091,1.99,2017-03-28 07:56:09
5864,637,NULL,1091,1.99,2017-02-28 18:43:25
5865,8091,NULL,1091,0.99,2017-01-31 11:50:39
5866,3842,NULL,1091,1.99,2017-01-31 02:07:30
5867,6137,NULL,1092,1.99,NULL
5868,6518,NULL,1092,1.99,2016-10-06 18:31:05
5869,9470,NULL,1092,1.99,2017-02-24 20:23:48
5870,3433,NULL,1093,1.99,2017-01-17 10:37:16
5871,8344,NULL,1093,0.99,2016-12-24 09:50:20
5872,2897,NULL,1093,0.99,NULL
5873,5766,NULL,1093,1.99,2016-12-24 17:28:03
5874,8459,NULL,1093,1.99,2016-12-04 15:38:15
5875,1083,NULL,1093,1.99,2016-09-02 09:19:30
5876,9243,NULL,1093,1.99,2017-02-28 19:42:04
5877,2087,NULL,1093,1.99,2016-09-15 03:16:23
5878,4628,NULL,1094,1.99,2017-03-06 10:58:38
5879,4486,NULL,1095,1.99,2017-03-31 09:06:07
5880,1231,NULL,1095,1.99,2017-01-15 14:44:54
5881,9494,NULL,1096,0.99,2016-09-21 04:36:55
5882,6240,NULL,1096,1.99,2017-01-12 12:55:30
5883,4019,NULL,1096,1.99,NULL
5884,2607,NULL,1096,1.99,2016-10-22 23:55:16
5885,9770,NULL,1096,1.99,2017-01-08 12:34:58
5886,3910,NULL,1096,1.99,2017-02-03 11:53:51
5887,5984,NULL,1097,2.99,2017-03-28 02:51:22
5888,1008,NULL,1097,1.99,NULL
5889,3893,NULL,1097,1.99,2017-03-27 19:31:11
5890,8271,NULL,1097,1.99,2017-03-30 07:05:33
5891,10232,NULL,1097,1.99,2017-03-28 02:55:54
5892,3911,NULL,1097,1.99,2017-03-28 06:26:26
5893,9810,NULL,1097,0.99,NULL
5894,2027,NULL,1097,0.99,2017-03-29 11:24:53
5895,3782,NULL,1098,1.99,2017-03-13 21:39:38
5896,9913,NULL,1098,1.99,2017-01-14 18:55:29
5897,3225,NULL,1099,0.99,2017-02-06 13:34:06
5898,2812,NULL,1099,0.99,2017-01-21 13:20:39
5899,8901,NULL,1099,1.99,2017-02-02 17:47:00
5900,7550,NULL,1099,1.99,2017-03-30 00:52:09
5901,7394,NULL,1099,1.99,2017-03-25 16:14:08
5902,3729,4,1099,1.00,2017-01-30 11:14:51
5903,6065,NULL,1099,1.99,2017-02-28 21:49:15
5904,2052,NULL,1099,1.99,NULL
5905,4237,NULL,1100,1.99,2017-04-01 00:00:18
5906,5478,NULL,1100,1.99,NULL
5907,120,NULL,1100,1.99,2017-02-25 22:18:24
5908,3163,NULL,1100,1.99,NULL
5909,1507,NULL,1100,0.99,2017-02-25 16:51:54
5910,6271,NULL,1100,1.99,2017-03-10 16:33:04
5911,8961,NULL,1101,1.99,2017-02-24 18:16:16
5912,2812,NULL,1101,0.99,2017-01-14 20:22:37
5913,6313,NULL,1101,1.99,NULL
5914,20,NULL,1101,1.99,2017-03-28 22:14:44
5915,6596,NULL,1101,1.99,2016-12-05 16:37:29
5916,10435,NULL,1101,1.99,2017-02-21 08:03:40
5917,9237,2,1101,1.49,2016-12-10 00:36:44
5918,8467,NULL,1101,1.99,NULL
5919,10019,NULL,1101,0.99,2017-01-01 14:41:35
5920,2281,NULL,1102,1.99,2016-09-03 21:08:02
5921,10383,NULL,1103,1.99,2017-03-25 05:53:18
5922,6079,NULL,1103,1.99,2017-03-14 06:32:54
5923,2443,NULL,1103,0.99,2017-03-28 11:31:20
5924,8993,NULL,1103,0.99,2017-03-16 17:36:13
5925,8711,4,1103,1.00,NULL
5926,2609,NULL,1103,1.99,2017-02-23 12:57:30
5927,24,NULL,1103,1.99,2017-02-24 07:58:30
5928,1593,NULL,1103,1.99,2017-03-05 22:47:38
5929,7564,NULL,1103,1.99,NULL
5930,4829,NULL,1104,1.99,2017-03-26 14:24:35
5931,2552,NULL,1104,1.99,2017-03-25 09:23:25
5932,8884,NULL,1105,1.99,2016-12-24 14:18:13
5933,6529,NULL,1105,0.99,2017-02-09 20:06:21
5934,3731,NULL,1105,1.99,2016-12-03 22:53:35
5935,8295,NULL,1105,1.99,2016-11-05 14:46:27
5936,1788,NULL,1105,1.99,2016-08-21 08:03:43
5937,6557,NULL,1105,1.99,2016-12-15 11:11:29
5938,7997,NULL,1105,1.99,2017-01-31 09:57:21
5939,7214,NULL,1105,0.99,2016-08-04 00:39:23
5940,3196,NULL,1105,0.99,2017-01-10 12:07:31
5941,7857,NULL,1105,1.99,NULL
5942,7990,NULL,1106,1.99,2017-01-11 01:57:54
5943,7393,NULL,1106,1.99,2017-02-23 06:22:27
5944,2148,NULL,1106,1.99,NULL
5945,8876,NULL,1106,2.99,2017-01-09 08:15:42
5946,3185,2,1106,0.74,NULL
5947,5111,2,1106,1.49,2017-01-07 09:52:15
5948,4222,2,1106,1.49,2017-01-16 20:24:33
5949,6090,NULL,1107,1.99,2016-08-15 00:40:09
5950,3736,NULL,1107,1.99,2016-10-11 17:47:18
5951,5720,NULL,1107,1.99,2016-10-01 05:46:03
5952,7342,NULL,1108,2.99,NULL
5953,5133,NULL,1108,1.99,2017-03-06 11:22:36
5954,1030,NULL,1108,0.99,2017-02-14 16:33:19
5955,9619,NULL,1108,1.99,2017-03-25 03:55:11
5956,4066,4,1108,1.00,2017-02-08 16:37:41
5957,1658,NULL,1108,1.99,2017-03-23 02:10:10
5958,9836,NULL,1109,0.99,2016-12-20 18:10:55
5959,2173,NULL,1109,1.99,2016-08-13 01:17:35
5960,385,NULL,1109,1.99,2016-10-14 01:05:20
5961,936,NULL,1109,1.99,NULL
5962,1703,NULL,1109,1.99,2016-08-07 04:38:29
5963,5483,NULL,1109,1.99,2017-03-23 04:12:17
5964,1789,NULL,1109,1.99,2017-03-03 00:55:12
5965,9909,NULL,1109,1.99,2016-08-21 05:02:59
5966,9513,NULL,1109,0.99,NULL
5967,2327,NULL,1110,0.99,2016-12-29 23:06:04
5968,5388,2,1110,2.24,2017-03-31 03:54:09
5969,87,NULL,1110,1.99,2017-01-12 08:35:34
5970,7390,NULL,1110,1.99,2017-02-17 17:24:09
5971,6772,2,1110,1.49,2017-03-19 21:23:07
5972,9356,NULL,1110,1.99,2017-01-26 14:46:55
5973,4495,NULL,1110,1.99,2017-03-14 10:46:35
5974,9827,NULL,1111,1.99,2017-01-23 02:32:58
5975,2950,NULL,1111,1.99,NULL
5976,597,NULL,1111,1.99,2017-03-11 22:50:07
5977,4537,NULL,1111,1.99,2016-11-22 06:04:44
5978,5075,NULL,1112,1.99,2017-03-15 15:16:15
5979,8145,NULL,1112,1.99,2016-11-25 23:09:49
5980,7988,NULL,1112,1.99,NULL
5981,9821,NULL,1113,2.99,2017-03-28 10:30:53
5982,4579,NULL,1113,1.99,2017-03-16 03:31:15
5983,1878,NULL,1113,1.99,NULL
5984,3842,NULL,1113,1.99,2017-04-01 14:11:50
5985,762,NULL,1113,1.99,NULL
5986,8960,NULL,1114,1.99,2016-11-28 09:03:20
5987,1876,NULL,1115,1.99,2017-03-21 04:33:41
5988,9666,NULL,1115,1.99,2017-02-24 09:08:28
5989,10022,NULL,1116,0.99,2017-03-28 18:33:46
